,Player,Pos,Tm,Season
1354,Amir Johnson,C,PHI,2018
1355,Brice Johnson,PF,LAC,2018
1356,Brice Johnson,PF,MEM,2018
1357,Dakari Johnson,C,OKC,2018
1358,James Johnson,PF,MIA,2018
1359,Joe Johnson,SF,UTA,2018
1360,Joe Johnson,SF,HOU,2018
1361,Omari Johnson,PF,MEM,2018
1362,Stanley Johnson,SF,DET,2018
1363,Tyler Johnson,PG,MIA,2018
1364,Wesley Johnson,SF,LAC,2018
1365,Nikola Jokic,C,DEN,2018
1366,Damian Jones,C,GSW,2018
1367,Derrick Jones Jr.,SF,PHO,2018
1368,Derrick Jones Jr.,SF,MIA,2018
1369,Jalen Jones,SF,NOP,2018
1370,Jalen Jones,SF,DAL,2018
1371,Tyus Jones,PG,MIN,2018
1372,DeAndre Jordan,C,LAC,2018
1373,Cory Joseph,PG,IND,2018
1374,Frank Kaminsky,PF,CHO,2018
1375,Luke Kennard,SG,DET,2018
1376,Michael Kidd-Gilchrist,SF,CHO,2018
1377,Sean Kilpatrick,SG,BRK,2018
1378,Sean Kilpatrick,SG,MIL,2018
1379,Sean Kilpatrick,SG,LAC,2018
1380,Sean Kilpatrick,SG,CHI,2018
1381,Maxi Kleber,PF,DAL,2018
1382,Furkan Korkmaz,SG,PHI,2018
1383,Luke Kornet,C,NYK,2018
1384,Kyle Korver,SG,CLE,2018
1385,Kosta Koufos,C,SAC,2018
1386,Kyle Kuzma,PF,LAL,2018
1387,Mindaugas Kuzminskas,SF,NYK,2018
1388,Skal Labissiere,PF,SAC,2018
1389,Jeremy Lamb,SG,CHO,2018
1390,Shane Larkin,PG,BOS,2018
1391,Joffrey Lauvergne,C,SAS,2018
1392,Zach LaVine,SG,CHI,2018
1393,Jake Layman,SF,POR,2018
1394,T.J. Leaf,PF,IND,2018
1395,Courtney Lee,SG,NYK,2018
1396,Damion Lee,SG,ATL,2018
1397,Walt Lemon Jr.,PG,NOP,2018
1398,Alex Len,C,PHO,2018
1399,Kawhi Leonard,SF,SAS,2018
1400,Meyers Leonard,C,POR,2018
1401,Jon Leuer,PF,DET,2018
1402,Caris LeVert,SF,BRK,2018
1403,DeAndre Liggins,SG,MIL,2018
1404,DeAndre Liggins,SG,NOP,2018
1405,Damian Lillard,PG,POR,2018
1406,Jeremy Lin,PG,BRK,2018
1407,Shaun Livingston,PG,GSW,2018
1408,Kevon Looney,C,GSW,2018
1409,Brook Lopez,C,LAL,2018
1410,Robin Lopez,C,CHI,2018
1411,Kevin Love,C,CLE,2018
1412,Kyle Lowry,PG,TOR,2018
1413,Timothe Luwawu-Cabarrot,SF,PHI,2018
1414,Tyler Lydon,PF,DEN,2018
1415,Trey Lyles,PF,DEN,2018
1416,Shelvin Mack,PG,ORL,2018
1417,Josh Magette,PG,ATL,2018
1418,Ian Mahinmi,C,WAS,2018
1419,Thon Maker,C,MIL,2018
1420,Boban Marjanovic,C,DET,2018
1421,Boban Marjanovic,C,LAC,2018
1422,Lauri Markkanen,PF,CHI,2018
1423,Jarell Martin,PF,MEM,2018
1424,Frank Mason III,PG,SAC,2018
1425,Mangok Mathiang,C,CHO,2018
1426,Wesley Matthews,SF,DAL,2018
1427,Luc Mbah a Moute,PF,HOU,2018
1428,James Michael McAdoo,PF,PHI,2018
1429,Patrick McCaw,SG,GSW,2018
1430,CJ McCollum,SG,POR,2018
1431,T.J. McConnell,PG,PHI,2018
1432,Erik McCree,SF,UTA,2018
1433,Chris McCullough,PF,WAS,2018
1434,Doug McDermott,SF,NYK,2018
1435,Doug McDermott,SF,DAL,2018
1436,JaVale McGee,C,GSW,2018
1437,Rodney McGruder,SG,MIA,2018
1438,Trey McKinney-Jones,SG,IND,2018
1439,Alfonzo McKinnie,SF,TOR,2018
1440,Ben McLemore,SG,MEM,2018
1441,Josh McRoberts,PF,DAL,2018
1442,Jodie Meeks,SG,WAS,2018
1443,Salah Mejri,C,DAL,2018
1444,Jordan Mickey,PF,MIA,2018
1445,Khris Middleton,SF,MIL,2018
1446,C.J. Miles,SF,TOR,2018
1447,Darius Miller,SF,NOP,2018
1448,Malcolm Miller,SF,TOR,2018
1449,Patty Mills,PG,SAS,2018
1450,Paul Millsap,PF,DEN,2018
1451,Nikola Mirotic,PF,CHI,2018
1452,Nikola Mirotic,PF,NOP,2018
1453,Donovan Mitchell,SG,UTA,2018
1454,Naz Mitrou-Long,SG,UTA,2018
1455,Malik Monk,SG,CHO,2018
1456,Greg Monroe,C,MIL,2018
1457,Greg Monroe,C,PHO,2018
1458,Greg Monroe,C,BOS,2018
1459,Luis Montero,SG,DET,2018
1460,Ben Moore,PF,IND,2018
1461,E'Twaun Moore,SG,NOP,2018
1462,Eric Moreland,PF,DET,2018
1463,Jaylen Morris,SG,ATL,2018
1464,Marcus Morris,PF,BOS,2018
1465,Markieff Morris,PF,WAS,2018
1466,Monte Morris,PG,DEN,2018
1467,Johnathan Motley,PF,DAL,2018
1468,Timofey Mozgov,C,BRK,2018
1469,Emmanuel Mudiay,PG,DEN,2018
1470,Emmanuel Mudiay,PG,NYK,2018
1471,Shabazz Muhammad,SF,MIN,2018
1472,Shabazz Muhammad,SG,MIL,2018
1473,Xavier Munford,SG,MIL,2018
1474,Dejounte Murray,PG,SAS,2018
1475,Jamal Murray,PG,DEN,2018
1476,Mike Muscala,C,ATL,2018
1477,Abdel Nader,SF,BOS,2018
1478,Larry Nance Jr.,C,LAL,2018
1479,Larry Nance Jr.,C,CLE,2018
1480,Shabazz Napier,PG,POR,2018
1481,Jameer Nelson,PG,NOP,2018
1482,Jameer Nelson,PG,DET,2018
1483,Raul Neto,PG,UTA,2018
1484,Georges Niang,PF,UTA,2018
1485,Joakim Noah,C,NYK,2018
1486,Nerlens Noel,C,DAL,2018
1487,Lucas Nogueira,C,TOR,2018
1488,Dirk Nowitzki,C,DAL,2018
1489,Frank Ntilikina,PG,NYK,2018
1490,Jusuf Nurkic,C,POR,2018
1491,David Nwaba,SG,CHI,2018
1492,Johnny O'Bryant,PF,CHO,2018
1493,Royce O'Neale,SF,UTA,2018
1494,Kyle O'Quinn,C,NYK,2018
1495,Semi Ojeleye,PF,BOS,2018
1496,Emeka Okafor,C,NOP,2018
1497,Jahlil Okafor,C,PHI,2018
1498,Jahlil Okafor,C,BRK,2018
1499,Victor Oladipo,SG,IND,2018
1500,Kelly Olynyk,PF,MIA,2018
1501,Chinanu Onuaku,C,HOU,2018
1502,Cedi Osman,SF,CLE,2018
1503,Kelly Oubre Jr.,SF,WAS,2018
1504,Zaza Pachulia,C,GSW,2018
1505,Marcus Paige,PG,CHO,2018
1506,Georgios Papagiannis,C,SAC,2018
1507,Georgios Papagiannis,C,POR,2018
1508,Jabari Parker,PF,MIL,2018
1509,Tony Parker,PG,SAS,2018
1510,Chandler Parsons,SF,MEM,2018
1511,Patrick Patterson,PF,OKC,2018
1512,Justin Patton,C,MIN,2018
1513,Brandon Paul,SG,SAS,2018
1514,Chris Paul,PG,HOU,2018
1515,Adreian Payne,PF,ORL,2018
1516,Cameron Payne,PG,CHI,2018
1517,Elfrid Payton,PG,ORL,2018
1518,Elfrid Payton,PG,PHO,2018
1519,Gary Payton II,PG,MIL,2018
1520,Gary Payton II,PG,LAL,2018
1521,Kendrick Perkins,C,CLE,2018
1522,London Perrantes,PG,CLE,2018
1523,Alec Peters,PF,PHO,2018
1524,Marshall Plumlee,C,MIL,2018
1525,Mason Plumlee,C,DEN,2018
1526,Miles Plumlee,C,ATL,2018
1527,Jakob Poeltl,C,TOR,2018
1528,Quincy Pondexter,SF,CHI,2018
1529,Otto Porter Jr.,SF,WAS,2018
1530,Bobby Portis,PF,CHI,2018
1531,Kristaps Porzingis,PF,NYK,2018
1532,Dwight Powell,C,DAL,2018
1533,Norman Powell,SG,TOR,2018
1534,Alex Poythress,PF,IND,2018
1535,Taurean Prince,SF,ATL,2018
1536,Jacob Pullen,PG,PHI,2018
1537,Rodney Purvis,SG,ORL,2018
1538,Zhou Qi,C,HOU,2018
1539,Tim Quarterman,SG,HOU,2018
1540,Ivan Rabb,PF,MEM,2018
1541,Julius Randle,C,LAL,2018
1542,Zach Randolph,PF,SAC,2018
1543,Xavier Rathan-Mayes,SG,MEM,2018
1544,J.J. Redick,SG,PHI,2018
1545,Davon Reed,SG,PHO,2018
1546,Willie Reed,C,LAC,2018
1547,Willie Reed,C,DET,2018
1548,Josh Richardson,SF,MIA,2018
1549,Malachi Richardson,SG,SAC,2018
1550,Malachi Richardson,SG,TOR,2018
1551,Austin Rivers,SG,LAC,2018
1552,Andre Roberson,SG,OKC,2018
1553,Devin Robinson,SF,WAS,2018
1554,Glenn Robinson III,SF,IND,2018
1555,Rajon Rondo,PG,NOP,2018
1556,Derrick Rose,PG,CLE,2018
1557,Derrick Rose,PG,MIN,2018
1558,Terrence Ross,SG,ORL,2018
1559,Terry Rozier,PG,BOS,2018
1560,Ricky Rubio,PG,UTA,2018
1561,D'Angelo Russell,PG,BRK,2018
1562,Domantas Sabonis,C,IND,2018
1563,JaKarr Sampson,SF,SAC,2018
1564,Dario Saric,PF,PHI,2018
1565,Tomas Satoransky,SG,WAS,2018
1566,Dennis Schroder,PG,ATL,2018
1567,Mike Scott,PF,WAS,2018
1568,Thabo Sefolosha,SF,UTA,2018
1569,Wayne Selden,SG,MEM,2018
1570,Ramon Sessions,PG,NYK,2018
1571,Ramon Sessions,PG,WAS,2018
1572,Iman Shumpert,SG,CLE,2018
1573,Pascal Siakam,PF,TOR,2018
1574,Xavier Silas,SG,BOS,2018
1575,Ben Simmons,PG,PHI,2018
1576,Jonathon Simmons,SG,ORL,2018
1577,Kobi Simmons,PG,MEM,2018
1578,Kyle Singler,SF,OKC,2018
1579,Marcus Smart,SG,BOS,2018
1580,Dennis Smith Jr.,PG,DAL,2018
1581,Ish Smith,PG,DET,2018
1582,J.R. Smith,SG,CLE,2018
1583,Jason Smith,C,WAS,2018
1584,Josh Smith,PF,NOP,2018
1585,Tony Snell,SG,MIL,2018
1586,Marreese Speights,C,ORL,2018
1587,Nik Stauskas,SG,PHI,2018
1588,Nik Stauskas,SG,BRK,2018
1589,Lance Stephenson,SG,IND,2018
1590,David Stockton,PG,UTA,2018
1591,Julyan Stone,SG,CHO,2018
1592,Edmond Sumner,PG,IND,2018
1593,Caleb Swanigan,PF,POR,2018
1594,Jayson Tatum,SF,BOS,2018
1595,Isaiah Taylor,PG,ATL,2018
1596,Jeff Teague,PG,MIN,2018
1597,Marquis Teague,PG,MEM,2018
1598,Mirza Teletovic,PF,MIL,2018
1599,Garrett Temple,SG,SAC,2018
1600,Milos Teodosic,PG,LAC,2018
1601,Jason Terry,SG,MIL,2018
1602,Daniel Theis,C,BOS,2018
1603,Isaiah Thomas,PG,CLE,2018
1604,Isaiah Thomas,PG,LAL,2018
1605,Lance Thomas,PF,NYK,2018
1606,Klay Thompson,SG,GSW,2018
1607,Tristan Thompson,C,CLE,2018
1608,Sindarius Thornwell,SG,LAC,2018
1609,Anthony Tolliver,PF,DET,2018
1610,Karl-Anthony Towns,C,MIN,2018
1611,P.J. Tucker,PF,HOU,2018
1612,Evan Turner,SF,POR,2018
1613,Myles Turner,C,IND,2018
1614,Ekpe Udoh,C,UTA,2018
1615,Tyler Ulis,PG,PHO,2018
1616,Jonas Valanciunas,C,TOR,2018
1617,Denzel Valentine,SG,CHI,2018
1618,Fred VanVleet,PG,TOR,2018
1619,Rashad Vaughn,SG,MIL,2018
1620,Rashad Vaughn,SG,BRK,2018
1621,Rashad Vaughn,SG,ORL,2018
1622,Noah Vonleh,PF,POR,2018
1623,Noah Vonleh,PF,CHI,2018
1624,Nikola Vucevic,C,ORL,2018
1625,Dwyane Wade,SG,CLE,2018
1626,Dwyane Wade,SG,MIA,2018
1627,Dion Waiters,SG,MIA,2018
1628,Kemba Walker,PG,CHO,2018
1629,John Wall,PG,WAS,2018
1630,Tyrone Wallace,PG,LAC,2018
1631,Derrick Walton,PG,MIA,2018
1632,Jameel Warney,PF,DAL,2018
1633,T.J. Warren,SF,PHO,2018
1634,Travis Wear,SF,LAL,2018
1635,James Webb III,SF,BRK,2018
1636,Briante Weber,PG,HOU,2018
1637,Briante Weber,PG,MEM,2018
1638,David West,C,GSW,2018
1639,Russell Westbrook,PG,OKC,2018
1640,Andrew White,SF,ATL,2018
1641,Derrick White,PG,SAS,2018
1642,Okaro White,PF,MIA,2018
1643,Isaiah Whitehead,PG,BRK,2018
1644,Hassan Whiteside,C,MIA,2018
1645,Andrew Wiggins,SF,MIN,2018
1646,Jacob Wiley,PF,BRK,2018
1647,Damien Wilkins,SF,IND,2018
1648,Alan Williams,PF,PHO,2018
1649,C.J. Williams,SG,LAC,2018
1650,Derrick Williams,PF,LAL,2018
1651,Lou Williams,SG,LAC,2018
1652,Marvin Williams,PF,CHO,2018
1653,Matt Williams,SG,MIA,2018
1654,Troy Williams,SF,HOU,2018
1655,Troy Williams,SF,NYK,2018
1656,D.J. Wilson,PF,MIL,2018
1657,Jamil Wilson,SF,LAC,2018
1658,Justise Winslow,PF,MIA,2018
1659,Jeff Withey,C,DAL,2018
1660,Nate Wolters,PG,UTA,2018
1661,Brandan Wright,PF,MEM,2018
1662,Brandan Wright,PF,HOU,2018
1663,Delon Wright,PG,TOR,2018
1664,Guerschon Yabusele,PF,BOS,2018
1665,James Young,SG,PHI,2018
1666,Joe Young,PG,IND,2018
1667,Nick Young,SG,GSW,2018
1668,Thaddeus Young,PF,IND,2018
1669,Cody Zeller,C,CHO,2018
1670,Tyler Zeller,C,BRK,2018
1671,Tyler Zeller,C,MIL,2018
1672,Paul Zipser,SF,CHI,2018
1673,Ante Zizic,C,CLE,2018
1674,Ivica Zubac,C,LAL,2018
1675,aÅlex Abrines,SG,OKC,2019
1676,Quincy Acy,PF,PHO,2019
1677,Jaylen Adams,PG,ATL,2019
1678,Steven Adams,C,OKC,2019
1679,Bam Adebayo,C,MIA,2019
1680,Deng Adel,SF,CLE,2019
1681,DeVaughn Akoon-Purcell,SG,DEN,2019
1682,LaMarcus Aldridge,C,SAS,2019
1683,Rawle Alkins,SG,CHI,2019
1684,Grayson Allen,SG,UTA,2019
1685,Jarrett Allen,C,BRK,2019
1686,Kadeem Allen,PG,NYK,2019
1687,Al-Farouq Aminu,PF,POR,2019
1688,Justin Anderson,SF,ATL,2019
1689,Kyle Anderson,SF,MEM,2019
1690,Ryan Anderson,PF,PHO,2019
1691,Ryan Anderson,PF,MIA,2019
1692,Ike Anigbogu,C,IND,2019
1693,Giannis Antetokounmpo,PF,MIL,2019
1694,Kostas Antetokounmpo,PF,DAL,2019
1695,Carmelo Anthony,PF,HOU,2019
1696,OG Anunoby,SF,TOR,2019
1697,Ryan Arcidiacono,PG,CHI,2019
1698,Trevor Ariza,SF,PHO,2019
1699,Trevor Ariza,SF,WAS,2019
1700,D.J. Augustin,PG,ORL,2019
1701,Deandre Ayton,C,PHO,2019
1702,Dwayne Bacon,SG,CHO,2019
1703,Marvin Bagley III,PF,SAC,2019
1704,Ron Baker,SG,NYK,2019
1705,Ron Baker,SG,WAS,2019
1706,Wade Baldwin,PG,POR,2019
1707,Lonzo Ball,PG,LAL,2019
1708,Mo Bamba,C,ORL,2019
1709,J.J. Barea,PG,DAL,2019
1710,Harrison Barnes,PF,DAL,2019
1711,Harrison Barnes,SF,SAC,2019
1712,Will Barton,SF,DEN,2019
1713,Keita Bates-Diop,SF,MIN,2019
1714,Nicolas Batum,SF,CHO,2019
1715,Jerryd Bayless,PG,MIN,2019
1716,Aron Baynes,C,BOS,2019
1717,Kent Bazemore,SG,ATL,2019
1718,Bradley Beal,SG,WAS,2019
1719,Malik Beasley,SG,DEN,2019
1720,Michael Beasley,PF,LAL,2019
1721,Marco Belinelli,SG,SAS,2019
1722,Jordan Bell,C,GSW,2019
1723,DeAndre' Bembry,SG,ATL,2019
1724,Dragan Bender,PF,PHO,2019
1725,Dairis Bertans,SG,NOP,2019
1726,Davis Bertans,PF,SAS,2019
1727,Patrick Beverley,PG,LAC,2019
1728,Khem Birch,C,ORL,2019
1729,Bismack Biyombo,C,CHO,2019
1730,Nemanja Bjelica,PF,SAC,2019
1731,Antonio Blakeney,SG,CHI,2019
1732,Eric Bledsoe,PG,MIL,2019
1733,Jaron Blossomgame,SF,CLE,2019
1734,Bogdan Bogdanovic,SG,SAC,2019
1735,Bojan Bogdanovic,SF,IND,2019
1736,Andrew Bogut,C,GSW,2019
1737,Jonah Bolden,PF,PHI,2019
1738,Isaac Bonga,PG,LAL,2019
1739,Devin Booker,SG,PHO,2019
1740,Chris Boucher,PF,TOR,2019
1741,Avery Bradley,SG,LAC,2019
1742,Avery Bradley,SG,MEM,2019
1743,Tony Bradley,C,UTA,2019
1744,Corey Brewer,SF,PHI,2019
1745,Corey Brewer,SF,SAC,2019
1746,Mikal Bridges,SF,PHO,2019
1747,Miles Bridges,SF,CHO,2019
1748,Isaiah Briscoe,PG,ORL,2019
1749,Ryan Broekhoff,SG,DAL,2019
1750,Malcolm Brogdon,SG,MIL,2019
1751,Dillon Brooks,SF,MEM,2019
1752,MarShon Brooks,SG,MEM,2019
1753,Bruce Brown,SG,DET,2019
1754,Jaylen Brown,SG,BOS,2019
1755,Lorenzo Brown,PG,TOR,2019
1756,Sterling Brown,SG,MIL,2019
1757,Troy Brown Jr.,SF,WAS,2019
1758,Jalen Brunson,PG,DAL,2019
1759,Thomas Bryant,C,WAS,2019
1760,Reggie Bullock,SG,DET,2019
1761,Reggie Bullock,SG,LAL,2019
1762,Trey Burke,PG,NYK,2019
1763,Trey Burke,PG,DAL,2019
1764,Alec Burks,SG,UTA,2019
1765,Alec Burks,SG,CLE,2019
1766,Alec Burks,SG,SAC,2019
1767,Deonte Burton,SG,OKC,2019
1768,Jimmy Butler,SG,MIN,2019
1769,Jimmy Butler,SF,PHI,2019
1770,Bruno Caboclo,PF,MEM,2019
1771,Jose Calderon,PG,DET,2019
1772,Kentavious Caldwell-Pope,SG,LAL,2019
1773,Isaiah Canaan,PG,PHO,2019
1774,Isaiah Canaan,PG,MIN,2019
1775,Isaiah Canaan,PG,MIL,2019
1776,Clint Capela,C,HOU,2019
1777,DeMarre Carroll,PF,BRK,2019
1778,Jevon Carter,PG,MEM,2019
1779,Vince Carter,PF,ATL,2019
1780,Wendell Carter Jr.,C,CHI,2019
1781,Michael Carter-Williams,PG,HOU,2019
1782,Michael Carter-Williams,PG,ORL,2019
1783,Alex Caruso,PG,LAL,2019
1784,Omri Casspi,SF,MEM,2019
1785,Willie Cauley-Stein,C,SAC,2019
1786,Troy Caupain,PG,ORL,2019
1787,Tyler Cavanaugh,PF,UTA,2019
1788,Tyson Chandler,C,PHO,2019
1789,Tyson Chandler,C,LAL,2019
1790,Wilson Chandler,PF,PHI,2019
1791,Wilson Chandler,SF,LAC,2019
1792,Joe Chealey,PG,CHO,2019
1793,Chris Chiozza,PG,HOU,2019
1794,Marquese Chriss,PF,HOU,2019
1795,Marquese Chriss,PF,CLE,2019
1796,Gary Clark,PF,HOU,2019
1797,Ian Clark,SG,NOP,2019
1798,Jordan Clarkson,SG,CLE,2019
1799,John Collins,PF,ATL,2019
1800,Zach Collins,C,POR,2019
1801,Darren Collison,PG,IND,2019
1802,Bonzie Colson,SF,MIL,2019
1803,Mike Conley,PG,MEM,2019
1804,Pat Connaughton,SG,MIL,2019
1805,Quinn Cook,PG,GSW,2019
1806,DeMarcus Cousins,C,GSW,2019
1807,Robert Covington,SF,PHI,2019
1808,Robert Covington,SF,MIN,2019
1809,Allen Crabbe,SG,BRK,2019
1810,Torrey Craig,SF,DEN,2019
1811,Jamal Crawford,SG,PHO,2019
1812,Mitch Creek,SF,BRK,2019
1813,Mitch Creek,SF,MIN,2019
1814,Jae Crowder,SF,UTA,2019
1815,Dante Cunningham,PF,SAS,2019
1816,Seth Curry,SG,POR,2019
1817,Stephen Curry,PG,GSW,2019
1818,Troy Daniels,SG,PHO,2019
1819,Anthony Davis,C,NOP,2019
1820,Deyonta Davis,C,ATL,2019
1821,Ed Davis,C,BRK,2019
1822,Tyler Davis,C,OKC,2019
1823,Dewayne Dedmon,C,ATL,2019
1824,Sam Dekker,PF,CLE,2019
1825,Sam Dekker,PF,WAS,2019
1826,aÅngel Delgado,C,LAC,2019
1827,Matthew Dellavedova,PG,MIL,2019
1828,Matthew Dellavedova,PG,CLE,2019
1829,Luol Deng,SF,MIN,2019
1830,DeMar DeRozan,SG,SAS,2019
1831,Marcus Derrickson,PF,GSW,2019
1832,Cheick Diallo,PF,NOP,2019
1833,Hamidou Diallo,SG,OKC,2019
1834,Gorgui Dieng,C,MIN,2019
1835,Spencer Dinwiddie,PG,BRK,2019
1836,Donte DiVincenzo,SG,MIL,2019
1837,Luka Doncic,SG,DAL,2019
1838,Tyler Dorsey,SG,ATL,2019
1839,Tyler Dorsey,SG,MEM,2019
1840,Damyean Dotson,SG,NYK,2019
1841,PJ Dozier,SG,BOS,2019
1842,Goran Dragic,PG,MIA,2019
1843,Andre Drummond,C,DET,2019
1844,Jared Dudley,PF,BRK,2019
1845,Kris Dunn,PG,CHI,2019
1846,Kevin Durant,SF,GSW,2019
1847,Trevon Duval,PG,MIL,2019
1848,Vince Edwards,SF,HOU,2019
1849,Henry Ellenson,PF,DET,2019
1850,Henry Ellenson,PF,NYK,2019
1851,Wayne Ellington,SG,MIA,2019
1852,Wayne Ellington,SG,DET,2019
1853,Joel Embiid,C,PHI,2019
1854,James Ennis III,SF,HOU,2019
1855,James Ennis III,SF,PHI,2019
1856,Drew Eubanks,PF,SAS,2019
1857,Jacob Evans,SG,GSW,2019
1858,Jawun Evans,PG,PHO,2019
1859,Jawun Evans,PG,OKC,2019
1860,Tyreke Evans,SG,IND,2019
1861,Dante Exum,PG,UTA,2019
1862,Kenneth Faried,C,BRK,2019
1863,Kenneth Faried,C,HOU,2019
1864,Derrick Favors,C,UTA,2019
1865,Cristiano Felicio,C,CHI,2019
1866,Raymond Felton,PG,OKC,2019
1867,Terrance Ferguson,SG,OKC,2019
1868,Yogi Ferrell,PG,SAC,2019
1869,Dorian Finney-Smith,SF,DAL,2019
1870,Bryn Forbes,SG,SAS,2019
1871,Evan Fournier,SG,ORL,2019
1872,De'Aaron Fox,PG,SAC,2019
1873,Melvin Frazier,SG,ORL,2019
1874,Tim Frazier,PG,NOP,2019
1875,Tim Frazier,PG,MIL,2019
1876,Jimmer Fredette,SG,PHO,2019
1877,Enes Freedom,C,NYK,2019
1878,Enes Freedom,C,POR,2019
1879,Channing Frye,C,CLE,2019
1880,Markelle Fultz,SG,PHI,2019
1881,Danilo Gallinari,SF,LAC,2019
1882,Langston Galloway,SG,DET,2019
1883,Billy Garrett,SG,NYK,2019
1884,Marc Gasol,C,MEM,2019
1885,Marc Gasol,C,TOR,2019
1886,Pau Gasol,C,SAS,2019
1887,Pau Gasol,C,MIL,2019
1888,Rudy Gay,PF,SAS,2019
1889,Paul George,SF,OKC,2019
1890,Taj Gibson,PF,MIN,2019
1891,Harry Giles,PF,SAC,2019
1892,Shai Gilgeous-Alexander,PG,LAC,2019
1893,Rudy Gobert,C,UTA,2019
1894,Brandon Goodwin,PG,DEN,2019
1895,Aaron Gordon,PF,ORL,2019
1896,Eric Gordon,SG,HOU,2019
1897,Marcin Gortat,C,LAC,2019
1898,Devonte' Graham,PG,CHO,2019
1899,Treveon Graham,SG,BRK,2019
1900,Jerami Grant,PF,OKC,2019
1901,Jerian Grant,PG,ORL,2019
1902,Donte Grantham,SF,OKC,2019
1903,Danny Green,SG,TOR,2019
1904,Draymond Green,PF,GSW,2019
1905,Gerald Green,SG,HOU,2019
1906,JaMychal Green,PF,MEM,2019
1907,JaMychal Green,PF,LAC,2019
1908,Jeff Green,PF,WAS,2019
1909,Blake Griffin,PF,DET,2019
1910,Daniel Hamilton,SG,ATL,2019
1911,Dusty Hannahs,SG,MEM,2019
1912,Tim Hardaway Jr.,SG,NYK,2019
1913,Tim Hardaway Jr.,SG,DAL,2019
1914,James Harden,PG,HOU,2019
1915,Maurice Harkless,SF,POR,2019
1916,Montrezl Harrell,C,LAC,2019
1917,Devin Harris,PG,DAL,2019
1918,Gary Harris,SG,DEN,2019
1919,Joe Harris,SG,BRK,2019
1920,Tobias Harris,PF,LAC,2019
1921,Tobias Harris,PF,PHI,2019
1922,Andrew Harrison,PG,MEM,2019
