,Player,Pos,Tm,Season
3939,Harrison Barnes,PF,SAC,2022
3940,Scottie Barnes,PF,TOR,2022
3941,RJ Barrett,SF,NYK,2022
3942,Will Barton,SG,DEN,2022
3943,Paris Bass,SF,PHO,2022
3944,Charles Bassey,C,PHI,2022
3945,Keita Bates-Diop,SF,SAS,2022
3946,Nicolas Batum,PF,LAC,2022
3947,Kent Bazemore,SF,LAL,2022
3948,Darius Bazley,PF,OKC,2022
3949,Bradley Beal,SG,WAS,2022
3950,Malik Beasley,SG,MIN,2022
3951,Jordan Bell,C,CHI,2022
3952,DeAndre' Bembry,SF,TOT,2022
3953,DeAndre' Bembry,SF,BRK,2022
3954,DeAndre' Bembry,SF,MIL,2022
3955,Dāvis Bertāns,PF,TOT,2022
3956,Dāvis Bertāns,PF,WAS,2022
3957,Dāvis Bertāns,PF,DAL,2022
3958,Patrick Beverley,PG,MIN,2022
3959,Saddiq Bey,SF,DET,2022
3960,Khem Birch,C,TOR,2022
3961,Goga Bitadze,C,IND,2022
3962,Bismack Biyombo,C,PHO,2022
3963,Nemanja Bjelica,C,GSW,2022
3964,Eric Bledsoe,PG,LAC,2022
3965,Keljin Blevins,SF,POR,2022
3966,Bogdan Bogdanović,SG,ATL,2022
3967,Bojan Bogdanović,PF,UTA,2022
3968,Bol Bol,PF,DEN,2022
3969,Leandro Bolmaro,SF,MIN,2022
3970,Isaac Bonga,SF,TOR,2022
3971,Devin Booker,SG,PHO,2022
3972,Brandon Boston Jr.,SG,LAC,2022
3973,Chris Boucher,SF,TOR,2022
3974,James Bouknight,SG,CHO,2022
3975,Avery Bradley,SG,LAL,2022
3976,Tony Bradley,C,CHI,2022
3977,Ignas Brazdeikis,SF,ORL,2022
3978,Mikal Bridges,SF,PHO,2022
3979,Miles Bridges,PF,CHO,2022
3980,Oshae Brissett,SF,IND,2022
3981,Malcolm Brogdon,PG,IND,2022
3982,Armoni Brooks,SG-PG,TOT,2022
3983,Armoni Brooks,SG,HOU,2022
3984,Armoni Brooks,PG,TOR,2022
3985,Dillon Brooks,SF,MEM,2022
3986,Bruce Brown,SF,BRK,2022
3987,Charlie Brown Jr.,SG,TOT,2022
3988,Charlie Brown Jr.,SG,DAL,2022
3989,Charlie Brown Jr.,SG,PHI,2022
3990,Chaundee Brown Jr.,SG-SF,TOT,2022
3991,Chaundee Brown Jr.,SF,LAL,2022
3992,Chaundee Brown Jr.,SG,ATL,2022
3993,Greg Brown III,SF,POR,2022
3994,Jaylen Brown,SF,BOS,2022
3995,Moses Brown,C,TOT,2022
3996,Moses Brown,C,DAL,2022
3997,Moses Brown,C,CLE,2022
3998,Sterling Brown,SG,DAL,2022
3999,Troy Brown Jr.,SF,CHI,2022
4000,Jalen Brunson,SG,DAL,2022
4001,Thomas Bryant,C,WAS,2022
4002,Shaq Buchanan,SG,MEM,2022
4003,Reggie Bullock,SF,DAL,2022
4004,Trey Burke,PG,DAL,2022
4005,Alec Burks,SG,NYK,2022
4006,Jared Butler,SG,UTA,2022
4007,Jimmy Butler,SF,MIA,2022
4008,Devontae Cacok,PF,SAS,2022
4009,Kentavious Caldwell-Pope,SG,WAS,2022
4010,Facundo Campazzo,PG,DEN,2022
4011,Vlatko Čančar,PF,DEN,2022
4012,Devin Cannady,PG,ORL,2022
4013,Clint Capela,C,ATL,2022
4014,Vernon Carey Jr.,C,TOT,2022
4015,Vernon Carey Jr.,C,CHO,2022
4016,Vernon Carey Jr.,C,WAS,2022
4017,Jevon Carter,PG,TOT,2022
4018,Jevon Carter,PG,BRK,2022
4019,Jevon Carter,PG,MIL,2022
4020,Wendell Carter Jr.,PF,ORL,2022
4021,Alex Caruso,SG,CHI,2022
4022,Willie Cauley-Stein,C,TOT,2022
4023,Willie Cauley-Stein,C,DAL,2022
4024,Willie Cauley-Stein,C,PHI,2022
4025,Ahmad Caver,SG,IND,2022
4026,Justin Champagnie,SF,TOR,2022
4027,Zylan Cheatham,SF,UTA,2022
4028,Chris Chiozza,PG,GSW,2022
4029,Marquese Chriss,PF,DAL,2022
4030,Josh Christopher,SG,HOU,2022
4031,Gary Clark,PF,NOP,2022
4032,Brandon Clarke,PF,MEM,2022
4033,Jordan Clarkson,SG,UTA,2022
4034,Nic Claxton,C,BRK,2022
4035,Amir Coffey,SG,LAC,2022
4036,John Collins,PF,ATL,2022
4037,Zach Collins,C,SAS,2022
4038,Darren Collison,PG,LAL,2022
4039,Mike Conley,PG,UTA,2022
4040,Pat Connaughton,SF,MIL,2022
4041,Tyler Cook,PF,CHI,2022
4042,Sharife Cooper,PG,ATL,2022
4043,Petr Cornelie,PF,DEN,2022
4044,DeMarcus Cousins,C,TOT,2022
4045,DeMarcus Cousins,C,MIL,2022
4046,DeMarcus Cousins,C,DEN,2022
4047,Robert Covington,PF,TOT,2022
4048,Robert Covington,PF,POR,2022
4049,Robert Covington,PF,LAC,2022
4050,Torrey Craig,SF,TOT,2022
4051,Torrey Craig,SF,IND,2022
4052,Torrey Craig,SF,PHO,2022
4053,Jae Crowder,PF,PHO,2022
4054,Jarrett Culver,SG,MEM,2022
4055,Jarron Cumberland,SG,POR,2022
4056,Cade Cunningham,SG,DET,2022
4057,Seth Curry,SG,TOT,2022
4058,Seth Curry,SG,PHI,2022
4059,Seth Curry,SG,BRK,2022
4060,Stephen Curry,PG,GSW,2022
4061,Anthony Davis,C,LAL,2022
4062,Ed Davis,C,CLE,2022
4063,Terence Davis,SG,SAC,2022
4064,Gabriel Deck,PF,OKC,2022
4065,Dewayne Dedmon,C,MIA,2022
4066,Sam Dekker,PF,TOR,2022
4067,Javin DeLaurier,C,MIL,2022
4068,DeMar DeRozan,PF,CHI,2022
4069,Mamadi Diakite,PF,OKC,2022
4070,Cheick Diallo,C,DET,2022
4071,Hamidou Diallo,SG,DET,2022
4072,Gorgui Dieng,C,ATL,2022
4073,Spencer Dinwiddie,PG,TOT,2022
4074,Spencer Dinwiddie,PG,WAS,2022
4075,Spencer Dinwiddie,PG,DAL,2022
4076,Donte DiVincenzo,SG,TOT,2022
4077,Donte DiVincenzo,SG,MIL,2022
4078,Donte DiVincenzo,SG,SAC,2022
4079,Luka Dončić,PG,DAL,2022
4080,Luguentz Dort,SG,OKC,2022
4081,Ayo Dosunmu,SG,CHI,2022
4082,Damyean Dotson,SG,NYK,2022
4083,Devon Dotson,PG,CHI,2022
4084,Sekou Doumbouya,PF,LAL,2022
4085,Jeff Dowtin,PG,TOT,2022
4086,Jeff Dowtin,PG,GSW,2022
4087,Jeff Dowtin,PG,MIL,2022
4088,Jeff Dowtin,PG,ORL,2022
4089,PJ Dozier,SG,DEN,2022
4090,Goran Dragić,PG,TOT,2022
4091,Goran Dragić,PG,TOR,2022
4092,Goran Dragić,PG,BRK,2022
4093,Andre Drummond,C,TOT,2022
4094,Andre Drummond,C,PHI,2022
4095,Andre Drummond,C,BRK,2022
4096,Chris Duarte,SG,IND,2022
4097,David Duke Jr.,PG,BRK,2022
4098,Kris Dunn,PG,POR,2022
4099,Kevin Durant,PF,BRK,2022
4100,Jaime Echenique,C,WAS,2022
4101,Anthony Edwards,SG,MIN,2022
4102,Carsen Edwards,SG,DET,2022
4103,Kessler Edwards,SF,BRK,2022
4104,Rob Edwards,SG,OKC,2022
4105,CJ Elleby,SF,POR,2022
4106,Wayne Ellington,SG,LAL,2022
4107,Joel Embiid,C,PHI,2022
4108,James Ennis III,SF,TOT,2022
4109,James Ennis III,SF,BRK,2022
4110,James Ennis III,SF,LAC,2022
4111,James Ennis III,SF,DEN,2022
4112,Drew Eubanks,C,TOT,2022
4113,Drew Eubanks,C,SAS,2022
4114,Drew Eubanks,C,POR,2022
4115,Tacko Fall,C,CLE,2022
4116,Derrick Favors,C,OKC,2022
4117,Bruno Fernando,C,TOT,2022
4118,Bruno Fernando,C,BOS,2022
4119,Bruno Fernando,C,HOU,2022
4120,Dorian Finney-Smith,PF,DAL,2022
4121,Malik Fitts,PF,TOT,2022
4122,Malik Fitts,PF,UTA,2022
4123,Malik Fitts,PF,BOS,2022
4124,Malachi Flynn,PG,TOR,2022
4125,Bryn Forbes,SG,TOT,2022
4126,Bryn Forbes,SG,SAS,2022
4127,Bryn Forbes,SG,DEN,2022
4128,Aleem Ford,SF,ORL,2022
4129,Trent Forrest,PG,UTA,2022
4130,Evan Fournier,SG,NYK,2022
4131,De'Aaron Fox,PG,SAC,2022
4132,Melvin Frazier,SG,OKC,2022
4133,Tim Frazier,PG,TOT,2022
4134,Tim Frazier,PG,ORL,2022
4135,Tim Frazier,PG,CLE,2022
4136,Enes Freedom,C,BOS,2022
4137,Markelle Fultz,PG,ORL,2022
4138,Wenyen Gabriel,PF,TOT,2022
4139,Wenyen Gabriel,PF,BRK,2022
4140,Wenyen Gabriel,PF,LAC,2022
4141,Wenyen Gabriel,PF,LAL,2022
4142,Daniel Gafford,C,WAS,2022
4143,Danilo Gallinari,PF,ATL,2022
4144,Langston Galloway,SG,TOT,2022
4145,Langston Galloway,SG,BRK,2022
4146,Langston Galloway,SG,MIL,2022
4147,Darius Garland,PG,CLE,2022
4148,Marcus Garrett,SG,MIA,2022
4149,Usman Garuba,PF,HOU,2022
4150,Luka Garza,C,DET,2022
4151,Rudy Gay,PF,UTA,2022
4152,Paul George,PF,LAC,2022
4153,Taj Gibson,C,NYK,2022
4154,Josh Giddey,SF,OKC,2022
4155,Shai Gilgeous-Alexander,PG,OKC,2022
4156,Anthony Gill,PF,WAS,2022
4157,Freddie Gillespie,PF,ORL,2022
4158,Rudy Gobert,C,UTA,2022
4159,Brandon Goodwin,PG,CLE,2022
4160,Jordan Goodwin,SG,WAS,2022
4161,Aaron Gordon,PF,DEN,2022
4162,Eric Gordon,SG,HOU,2022
4163,Devonte' Graham,PG,NOP,2022
4164,Jerami Grant,PF,DET,2022
4165,Hassani Gravett,PG,ORL,2022
4166,Danny Green,SF,PHI,2022
4167,Draymond Green,PF,GSW,2022
4168,Jalen Green,SG,HOU,2022
4169,JaMychal Green,PF,DEN,2022
4170,Javonte Green,SF,CHI,2022
4171,Jeff Green,PF,DEN,2022
4172,Josh Green,SG,DAL,2022
4173,Blake Griffin,C,BRK,2022
4174,Quentin Grimes,SG,NYK,2022
4175,Kyle Guy,SG,MIA,2022
4176,Rui Hachimura,PF,WAS,2022
4177,Tyrese Haliburton,SG-PG,TOT,2022
4178,Tyrese Haliburton,SG,SAC,2022
4179,Tyrese Haliburton,PG,IND,2022
4180,Tyler Hall,SG,NYK,2022
4181,R.J. Hampton,SG,ORL,2022
4182,Tim Hardaway Jr.,SG,DAL,2022
4183,James Harden,PG,TOT,2022
4184,James Harden,PG,BRK,2022
4185,James Harden,PG,PHI,2022
4186,Maurice Harkless,SF,SAC,2022
4187,Jared Harper,PG,NOP,2022
4188,Montrezl Harrell,C,TOT,2022
4189,Montrezl Harrell,C,WAS,2022
4190,Montrezl Harrell,C,CHO,2022
4191,Gary Harris,SG,ORL,2022
4192,Joe Harris,SF,BRK,2022
4193,Tobias Harris,PF,PHI,2022
4194,Shaquille Harrison,SG,BRK,2022
4195,Josh Hart,SG,TOT,2022
4196,Josh Hart,SG,NOP,2022
4197,Josh Hart,SG,POR,2022
4198,Isaiah Hartenstein,C,LAC,2022
4199,Udonis Haslem,C,MIA,2022
4200,Sam Hauser,SF,BOS,2022
4201,Jaxson Hayes,C,NOP,2022
4202,Killian Hayes,PG,DET,2022
4203,Gordon Hayward,SF,CHO,2022
4204,Aaron Henry,SF,PHI,2022
4205,Juancho Hernangómez,PF,TOT,2022
4206,Juancho Hernangómez,PF,BOS,2022
4207,Juancho Hernangómez,PF,SAS,2022
4208,Juancho Hernangómez,PF,UTA,2022
4209,Willy Hernangómez,C,NOP,2022
4210,Tyler Herro,SG,MIA,2022
4211,Buddy Hield,SG,TOT,2022
4212,Buddy Hield,SG,SAC,2022
4213,Buddy Hield,SG,IND,2022
4214,Haywood Highsmith,SF,MIA,2022
4215,George Hill,PG,MIL,2022
4216,Malcolm Hill,SF-SG,TOT,2022
4217,Malcolm Hill,SG,ATL,2022
4218,Malcolm Hill,SF,CHI,2022
4219,Solomon Hill,SF,ATL,2022
4220,Nate Hinton,SG,IND,2022
4221,Jaylen Hoard,SF,OKC,2022
4222,Aaron Holiday,PG,TOT,2022
4223,Aaron Holiday,PG,WAS,2022
4224,Aaron Holiday,PG,PHO,2022
4225,Jrue Holiday,PG,MIL,2022
4226,Justin Holiday,SF-SG,TOT,2022
4227,Justin Holiday,SF,IND,2022
4228,Justin Holiday,SG,SAC,2022
4229,Richaun Holmes,C,SAC,2022
4230,Rodney Hood,PF-SF,TOT,2022
4231,Rodney Hood,PF,MIL,2022
4232,Rodney Hood,SF,LAC,2022
4233,Scotty Hopson,SG,OKC,2022
4234,Al Horford,C,BOS,2022
4235,Talen Horton-Tucker,SG,LAL,2022
4236,Danuel House Jr.,SF,TOT,2022
4237,Danuel House Jr.,SF,HOU,2022
4238,Danuel House Jr.,SF,NYK,2022
4239,Danuel House Jr.,SF,UTA,2022
4240,Dwight Howard,C,LAL,2022
4241,Markus Howard,SG,DEN,2022
4242,Kevin Huerter,SF,ATL,2022
4243,Jay Huff,C,LAL,2022
4244,Elijah Hughes,SG-SF,TOT,2022
4245,Elijah Hughes,SF,UTA,2022
4246,Elijah Hughes,SG,POR,2022
4247,Feron Hunt,SF,NYK,2022
4248,De'Andre Hunter,SF,ATL,2022
4249,Chandler Hutchison,SF,PHO,2022
4250,Bones Hyland,SG,DEN,2022
4251,Serge Ibaka,C,TOT,2022
4252,Serge Ibaka,C,LAC,2022
4253,Serge Ibaka,C,MIL,2022
4254,Andre Iguodala,SF,GSW,2022
4255,Joe Ingles,SF,UTA,2022
4256,Brandon Ingram,SF,NOP,2022
4257,Kyrie Irving,PG,BRK,2022
4258,Wes Iwundu,SF,ATL,2022
4259,Frank Jackson,PG,DET,2022
4260,Isaiah Jackson,C,IND,2022
4261,Jaren Jackson Jr.,PF,MEM,2022
4262,Josh Jackson,SF,TOT,2022
4263,Josh Jackson,SF,DET,2022
4264,Josh Jackson,SF,SAC,2022
4265,Justin Jackson,SF,TOT,2022
4266,Justin Jackson,SF,BOS,2022
4267,Justin Jackson,SF,PHO,2022
4268,Reggie Jackson,SG,LAC,2022
4269,LeBron James,C,LAL,2022
4270,DeJon Jarreau,SG,IND,2022
4271,DaQuan Jeffries,SG,MEM,2022
4272,Ty Jerome,SG,OKC,2022
4273,Isaiah Joe,SG,PHI,2022
4274,Alize Johnson,PF,TOT,2022
4275,Alize Johnson,PF,CHI,2022
4276,Alize Johnson,PF,WAS,2022
4277,Alize Johnson,PF,NOP,2022
4278,B.J. Johnson,SF,ORL,2022
4279,Cameron Johnson,PF,PHO,2022
4280,David Johnson,SG,TOR,2022
4281,Jalen Johnson,PF,ATL,2022
4282,James Johnson,PF,BRK,2022
4283,Joe Johnson,SG,BOS,2022
4284,Keldon Johnson,SF,SAS,2022
4285,Keon Johnson,SG,TOT,2022
4286,Keon Johnson,SG,LAC,2022
4287,Keon Johnson,SG,POR,2022
4288,Stanley Johnson,PF,LAL,2022
4289,Tyler Johnson,PG,TOT,2022
4290,Tyler Johnson,PG,PHI,2022
4291,Tyler Johnson,PG,SAS,2022
4292,Nikola Jokić,C,DEN,2022
4293,Carlik Jones,PG,TOT,2022
4294,Carlik Jones,PG,DAL,2022
4295,Carlik Jones,PG,DEN,2022
4296,Damian Jones,C,SAC,2022
4297,Derrick Jones Jr.,PF,CHI,2022
4298,Herbert Jones,PF,NOP,2022
4299,Jemerrio Jones,SF,LAL,2022
4300,Kai Jones,C,CHO,2022
4301,Mason Jones,SG,LAL,2022
4302,Tre Jones,PG,SAS,2022
4303,Tyus Jones,PG,MEM,2022
4304,DeAndre Jordan,C,TOT,2022
4305,DeAndre Jordan,C,LAL,2022
4306,DeAndre Jordan,C,PHI,2022
4307,Cory Joseph,PG,DET,2022
4308,Georgios Kalaitzakis,SF,TOT,2022
4309,Georgios Kalaitzakis,SF,MIL,2022
4310,Georgios Kalaitzakis,SF,OKC,2022
4311,Frank Kaminsky,C,PHO,2022
4312,Luke Kennard,SG,LAC,2022
4313,Braxton Key,SF,TOT,2022
4314,Braxton Key,SF,PHI,2022
4315,Braxton Key,SF,DET,2022
4316,George King,SF,DAL,2022
4317,Louis King,SF,SAC,2022
4318,Corey Kispert,SF,WAS,2022
4319,Maxi Kleber,PF,DAL,2022
4320,Brandon Knight,PG,DAL,2022
4321,Nathan Knight,PF,MIN,2022
4322,Kevin Knox,SF,TOT,2022
4323,Kevin Knox,SF,NYK,2022
4324,Kevin Knox,SF,ATL,2022
4325,John Konchar,SG,MEM,2022
4326,Furkan Korkmaz,SG,PHI,2022
4327,Luke Kornet,C,TOT,2022
4328,Luke Kornet,C,CLE,2022
4329,Luke Kornet,C,MIL,2022
4330,Luke Kornet,C,BOS,2022
4331,Vit Krejci,SG,OKC,2022
4332,Arnoldas Kulboka,SF,CHO,2022
4333,Jonathan Kuminga,SF,GSW,2022
4334,Kyle Kuzma,PF,WAS,2022
4335,Anthony Lamb,SF,SAS,2022
4336,Jeremy Lamb,SF-SG,TOT,2022
4337,Jeremy Lamb,SF,IND,2022
4338,Jeremy Lamb,SG,SAC,2022
4339,Jock Landale,C,SAS,2022
4340,Romeo Langford,SG,TOT,2022
4341,Romeo Langford,SG,BOS,2022
4342,Romeo Langford,SG,SAS,2022
4343,Zach LaVine,SG,CHI,2022
4344,Jake Layman,SF,MIN,2022
4345,Damion Lee,SG,GSW,2022
4346,Saben Lee,PG,DET,2022
4347,Alex Len,C,SAC,2022
4348,Caris LeVert,SG,TOT,2022
4349,Caris LeVert,SG,IND,2022
4350,Caris LeVert,SG,CLE,2022
4351,Kira Lewis Jr.,PG,NOP,2022
4352,Scottie Lewis,SG,CHO,2022
4353,Damian Lillard,PG,POR,2022
4354,Nassir Little,SF,POR,2022
4355,Isaiah Livers,SF,DET,2022
4356,Kevon Looney,C,GSW,2022
4357,Brook Lopez,C,MIL,2022
4358,Robin Lopez,C,ORL,2022
4359,Didi Louzada,SG-SF,TOT,2022
4360,Didi Louzada,SF,NOP,2022
4361,Didi Louzada,SG,POR,2022
4362,Kevin Love,C,CLE,2022
4363,Kyle Lowry,PG,MIA,2022
4364,Gabriel Lundberg,SG,PHO,2022
4365,Timothé Luwawu-Cabarrot,SF,ATL,2022
4366,Trey Lyles,PF,TOT,2022
4367,Trey Lyles,PF,DET,2022
4368,Trey Lyles,PF,SAC,2022
4369,Théo Maledon,PG,OKC,2022
4370,Sandro Mamukelashvili,PF,MIL,2022
4371,Terance Mann,SF,LAC,2022
4372,Tre Mann,PG,OKC,2022
4373,Boban Marjanović,C,DAL,2022
4374,Lauri Markkanen,SF,CLE,2022
4375,Naji Marshall,SF,NOP,2022
4376,Caleb Martin,SF,MIA,2022
4377,Cody Martin,SF,CHO,2022
4378,Kelan Martin,SF,TOT,2022
4379,Kelan Martin,SF,IND,2022
4380,Kelan Martin,SF,BOS,2022
4381,KJ Martin,SF,HOU,2022
4382,Garrison Mathews,SG,HOU,2022
4383,Dakota Mathias,SG,MEM,2022
4384,Wesley Matthews,SG,MIL,2022
4385,Tyrese Maxey,PG,PHI,2022
4386,Skylar Mays,SG,ATL,2022
4387,Miles McBride,PG,NYK,2022
4388,Mac McClung,SG-PG,TOT,2022
4389,Mac McClung,PG,CHI,2022
4390,Mac McClung,SG,LAL,2022
4391,CJ McCollum,SG-PG,TOT,2022
4392,CJ McCollum,SG,POR,2022
4393,CJ McCollum,PG,NOP,2022
4394,T.J. McConnell,PG,IND,2022
4395,Jaden McDaniels,PF,MIN,2022
4396,Jalen McDaniels,SF,CHO,2022
4397,Doug McDermott,PF,SAS,2022
4398,JaVale McGee,C,PHO,2022
4399,Cameron McGriff,SF,POR,2022
4400,Rodney McGruder,SG,DET,2022
4401,Alfonzo McKinnie,SF,CHI,2022
4402,JaQuori McLaughlin,PG,DAL,2022
4403,Jordan McLaughlin,PG,MIN,2022
4404,Ben McLemore,SG,POR,2022
4405,De'Anthony Melton,SG,MEM,2022
4406,Sam Merrill,SG,MEM,2022
4407,Chimezie Metu,C,SAC,2022
4408,Khris Middleton,SF,MIL,2022
4409,C.J. Miles,SG,BOS,2022
4410,Patty Mills,SG,BRK,2022
4411,Paul Millsap,C,TOT,2022
4412,Paul Millsap,C,BRK,2022
4413,Paul Millsap,C,PHI,2022
4414,Shake Milton,SG,PHI,2022
4415,Davion Mitchell,PG,SAC,2022
4416,Donovan Mitchell,SG,UTA,2022
4417,Evan Mobley,PF,CLE,2022
4418,Malik Monk,SG,LAL,2022
4419,Greg Monroe,C,TOT,2022
4420,Greg Monroe,C,MIN,2022
4421,Greg Monroe,C,WAS,2022
4422,Greg Monroe,C,MIL,2022
4423,Greg Monroe,C,UTA,2022
4424,Moses Moody,SG,GSW,2022
4425,Xavier Moon,SG,LAC,2022
4426,Matt Mooney,SG,NYK,2022
4427,Ja Morant,PG,MEM,2022
4428,Juwan Morgan,PF,TOT,2022
4429,Juwan Morgan,PF,TOR,2022
4430,Juwan Morgan,PF,BOS,2022
4431,Jaylen Morris,SG,SAS,2022
4432,Marcus Morris,PF,LAC,2022
4433,Markieff Morris,PF,MIA,2022
4434,Monte Morris,PG,DEN,2022
4435,Emmanuel Mudiay,PG,SAC,2022
4436,Mychal Mulder,PG,TOT,2022
4437,Mychal Mulder,PG,ORL,2022
4438,Mychal Mulder,PG,MIA,2022
4439,Ade Murkey,SG,SAC,2022
4440,Trey Murphy III,SF,NOP,2022
4441,Dejounte Murray,PG,SAS,2022
4442,Mike Muscala,C,OKC,2022
4443,Svi Mykhailiuk,SF,TOR,2022
4444,Abdel Nader,SF,PHO,2022
4445,Larry Nance Jr.,C-PF,TOT,2022
4446,Larry Nance Jr.,C,POR,2022
4447,Larry Nance Jr.,PF,NOP,2022
4448,RJ Nembhard Jr.,SG,CLE,2022
4449,Aaron Nesmith,SF,BOS,2022
4450,Raul Neto,PG,WAS,2022
4451,Malik Newman,PG,CLE,2022
4452,Georges Niang,PF,PHI,2022
4453,Daishen Nix,SG,HOU,2022
4454,Zeke Nnaji,PF,DEN,2022
4455,Nerlens Noel,C,NYK,2022
4456,Jaylen Nowell,SG,MIN,2022
4457,Frank Ntilikina,SG,DAL,2022
4458,Jusuf Nurkić,C,POR,2022
4459,David Nwaba,SF,HOU,2022
4460,Jordan Nwora,SF,MIL,2022
4461,Royce O'Neale,SF,UTA,2022
4462,Semi Ojeleye,PF,TOT,2022
4463,Semi Ojeleye,PF,MIL,2022
4464,Semi Ojeleye,PF,LAC,2022
4465,Chuma Okeke,PF,ORL,2022
4466,Josh Okogie,SG,MIN,2022
4467,Onyeka Okongwu,C,ATL,2022
4468,Isaac Okoro,SF,CLE,2022
4469,KZ Okpala,PF,MIA,2022
4470,Victor Oladipo,SG,MIA,2022
4471,Cameron Oliver,SF,ATL,2022
4472,Kelly Olynyk,C,DET,2022
4473,Eugene Omoruyi,SF,DAL,2022
4474,Miye Oni,SG,UTA,2022
4475,Cedi Osman,SF,CLE,2022
4476,Daniel Oturu,C,TOR,2022
4477,Kelly Oubre Jr.,SF,CHO,2022
4478,Jaysean Paige,PG,DET,2022
4479,Trayvon Palmer,SG,DET,2022
4480,Kevin Pangos,PG,CLE,2022
4481,Jabari Parker,PF,BOS,2022
4482,Eric Paschall,PF,UTA,2022
4483,Chris Paul,PG,PHO,2022
4484,Cameron Payne,PG,PHO,2022
4485,Elfrid Payton,PG,PHO,2022
4486,Gary Payton II,SG,GSW,2022
4487,Norvel Pelle,C,UTA,2022
4488,Reggie Perry,PF,TOT,2022
4489,Reggie Perry,PF,POR,2022
4490,Reggie Perry,PF,IND,2022
4491,Jamorko Pickett,PF,DET,2022
4492,Theo Pinson,SF,DAL,2022
4493,Mason Plumlee,C,CHO,2022
4494,Jakob Poeltl,C,SAS,2022
4495,Aleksej Pokusevski,PF,OKC,2022
4496,Yves Pons,SF,MEM,2022
4497,Jordan Poole,SG,GSW,2022
4498,Kevin Porter Jr.,PG,HOU,2022
4499,Michael Porter Jr.,SF,DEN,2022
4500,Otto Porter Jr.,PF,GSW,2022
4501,Bobby Portis,C,MIL,2022
4502,Kristaps Porziņģis,PF,TOT,2022
4503,Kristaps Porziņģis,PF,DAL,2022
4504,Kristaps Porziņģis,PF,WAS,2022
4505,Micah Potter,C,DET,2022
4506,Dwight Powell,C,DAL,2022
4507,Myles Powell,PG,PHI,2022
4508,Norman Powell,SF-SG,TOT,2022
4509,Norman Powell,SF,POR,2022
4510,Norman Powell,SG,LAC,2022
4511,Joshua Primo,SF,SAS,2022
4512,Taurean Prince,PF,MIN,2022
4513,Payton Pritchard,PG,BOS,2022
4514,Trevelin Queen,SG,HOU,2022
4515,Neemias Queta,C,SAC,2022
4516,Immanuel Quickley,PG,NYK,2022
4517,Jahmi'us Ramsey,SG,SAC,2022
4518,Julius Randle,PF,NYK,2022
4519,Austin Reaves,SG,LAL,2022
4520,Cam Reddish,SF,TOT,2022
4521,Cam Reddish,SF,ATL,2022
4522,Cam Reddish,SF,NYK,2022
4523,Davon Reed,SG,DEN,2022
4524,Paul Reed,C,PHI,2022
4525,Naz Reid,C,MIN,2022
4526,Nick Richards,C,CHO,2022
4527,Josh Richardson,SG,TOT,2022
4528,Josh Richardson,SG,BOS,2022
4529,Josh Richardson,SG,SAS,2022
4530,Austin Rivers,SG,DEN,2022
4531,Duncan Robinson,SG,MIA,2022
4532,Justin Robinson,PG,TOT,2022
4533,Justin Robinson,PG,MIL,2022
4534,Justin Robinson,PG,SAC,2022
4535,Justin Robinson,PG,DET,2022
4536,Mitchell Robinson,C,NYK,2022
4537,Jeremiah Robinson-Earl,C,OKC,2022
4538,Isaiah Roby,PF,OKC,2022
4539,Rajon Rondo,PG,TOT,2022
4540,Rajon Rondo,PG,LAL,2022
4541,Rajon Rondo,PG,CLE,2022
4542,Derrick Rose,PG,NYK,2022
4543,Terrence Ross,SG,ORL,2022
4544,Terry Rozier,SG,CHO,2022
4545,Ricky Rubio,PG,CLE,2022
4546,D'Angelo Russell,PG,MIN,2022
4547,Matt Ryan,SF,BOS,2022
4548,Domantas Sabonis,PF,TOT,2022
4549,Domantas Sabonis,PF,IND,2022
4550,Domantas Sabonis,PF,SAC,2022
4551,Olivier Sarr,C,OKC,2022
4552,Tomáš Satoranský,SG-PG-SF,TOT,2022
4553,Tomáš Satoranský,SG,NOP,2022
4554,Tomáš Satoranský,SF,SAS,2022
4555,Tomáš Satoranský,PG,WAS,2022
4556,Jordan Schakel,SG,WAS,2022
4557,Admiral Schofield,SF,ORL,2022
4558,Dennis Schröder,PG,TOT,2022
4559,Dennis Schröder,PG,BOS,2022
4560,Dennis Schröder,PG,HOU,2022
4561,Tre Scott,SF,CLE,2022
4562,Jay Scrubb,SG,LAC,2022
4563,Wayne Selden,SG,NYK,2022
4564,Alperen Şengün,C,HOU,2022
4565,Collin Sexton,SG,CLE,2022
4566,Landry Shamet,SG,PHO,2022
4567,Day'Ron Sharpe,PF,BRK,2022
4568,Pascal Siakam,PF,TOR,2022
4569,Chris Silva,PF,TOT,2022
4570,Chris Silva,PF,MIN,2022
4571,Chris Silva,PF,MIA,2022
4572,Marko Simonovic,C,CHI,2022
4573,Anfernee Simons,SG,POR,2022
4574,Zavier Simpson,PG,OKC,2022
4575,Jericho Sims,PF,NYK,2022
4576,Deividas Sirvydis,SG,DET,2022
4577,Javonte Smart,PG,TOT,2022
4578,Javonte Smart,PG,MIL,2022
4579,Javonte Smart,PG,MIA,2022
4580,Marcus Smart,PG,BOS,2022
4581,Dennis Smith Jr.,PG,POR,2022
4582,Ish Smith,PG,TOT,2022
4583,Ish Smith,PG,CHO,2022
4584,Ish Smith,PG,WAS,2022
4585,Jalen Smith,PF,TOT,2022
