,ID,date,Tm,home,won,PG,SG,SF,PF,C
5726,2018_20171119_MIN,19/11/2017,MIN,1.0,False,Jeff Teague,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5727,2018_20171119_CHI,19/11/2017,CHI,0.0,False,Kris Dunn,Denzel Valentine,Quincy Pondexter,Lauri Markkanen,Robin Lopez
5728,2018_20171119_PHO,19/11/2017,PHO,1.0,True,Mike James,Devin Booker,T.J. Warren,Marquese Chriss,Alex Len
5729,2018_20171119_WAS,19/11/2017,WAS,0.0,False,Tim Frazier,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat
5730,2018_20171119_TOR,19/11/2017,TOR,1.0,True,Kyle Lowry,DeMar DeRozan,C.J. Miles,Pascal Siakam,Jonas Valanciunas
5731,2018_20171120_MIN,20/11/2017,MIN,0.0,False,Jeff Teague,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5732,2018_20171120_CHO,20/11/2017,CHO,1.0,True,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Marvin Williams,Dwight Howard
5733,2018_20171120_BOS,20/11/2017,BOS,0.0,True,Kyrie Irving,Jaylen Brown,Jayson Tatum,Marcus Morris,Al Horford
5734,2018_20171120_DAL,20/11/2017,DAL,1.0,False,J.J. Barea,Yogi Ferrell,Wesley Matthews,Harrison Barnes,Dirk Nowitzki
5735,2018_20171120_CLE,20/11/2017,CLE,0.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5736,2018_20171120_DET,20/11/2017,DET,1.0,False,Reggie Jackson,Avery Bradley,Stanley Johnson,Tobias Harris,Andre Drummond
5737,2018_20171120_POR,20/11/2017,POR,0.0,True,Damian Lillard,CJ McCollum,Maurice Harkless,Noah Vonleh,Jusuf Nurkic
5738,2018_20171120_MEM,20/11/2017,MEM,1.0,False,Mario Chalmers,Ben McLemore,Dillon Brooks,JaMychal Green,Marc Gasol
5739,2018_20171120_WAS,20/11/2017,WAS,0.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat
5740,2018_20171120_MIL,20/11/2017,MIL,1.0,False,Eric Bledsoe,Tony Snell,Khris Middleton,Giannis Antetokounmpo,John Henson
5741,2018_20171120_OKC,20/11/2017,OKC,0.0,False,Russell Westbrook,Andre Roberson,Paul George,Carmelo Anthony,Steven Adams
5742,2018_20171120_NOP,20/11/2017,NOP,1.0,True,Rajon Rondo,Jrue Holiday,Darius Miller,Anthony Davis,DeMarcus Cousins
5743,2018_20171120_LAC,20/11/2017,LAC,0.0,False,Jawun Evans,Austin Rivers,Wesley Johnson,Blake Griffin,DeAndre Jordan
5744,2018_20171120_NYK,20/11/2017,NYK,1.0,True,Jarrett Jack,Courtney Lee,Doug McDermott,Kristaps Porzingis,Enes Freedom
5745,2018_20171120_IND,20/11/2017,IND,0.0,True,Darren Collison,Victor Oladipo,Bojan Bogdanovic,Thaddeus Young,Myles Turner
5746,2018_20171120_ORL,20/11/2017,ORL,1.0,False,Elfrid Payton,Jonathon Simmons,Evan Fournier,Aaron Gordon,Nikola Vucevic
5747,2018_20171120_UTA,20/11/2017,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Joe Ingles,Jonas Jerebko,Derrick Favors
5748,2018_20171120_PHI,20/11/2017,PHI,1.0,True,Ben Simmons,J.J. Redick,Robert Covington,Dario Saric,Joel Embiid
5749,2018_20171120_DEN,20/11/2017,DEN,0.0,True,Jamal Murray,Gary Harris,Malik Beasley,Juancho Hernangomez,Nikola Jokic
5750,2018_20171120_SAC,20/11/2017,SAC,1.0,False,George Hill,Garrett Temple,Justin Jackson,Zach Randolph,Kosta Koufos
5751,2018_20171120_ATL,20/11/2017,ATL,0.0,False,Dennis Schroder,Marco Belinelli,Taurean Prince,John Collins,Dewayne Dedmon
5752,2018_20171120_SAS,20/11/2017,SAS,1.0,True,Patty Mills,Danny Green,Kyle Anderson,Rudy Gay,LaMarcus Aldridge
5753,2018_20171121_CHI,21/11/2017,CHI,0.0,False,Kris Dunn,Justin Holiday,Antonio Blakeney,Lauri Markkanen,Robin Lopez
5754,2018_20171121_LAL,21/11/2017,LAL,1.0,True,Lonzo Ball,Kentavious Caldwell-Pope,Brandon Ingram,Kyle Kuzma,Julius Randle
5755,2018_20171122_LAC,22/11/2017,LAC,0.0,True,Jawun Evans,Lou Williams,Wesley Johnson,Blake Griffin,DeAndre Jordan
5756,2018_20171122_ATL,22/11/2017,ATL,1.0,False,Dennis Schroder,Kent Bazemore,Taurean Prince,John Collins,Dewayne Dedmon
5757,2018_20171122_WAS,22/11/2017,WAS,0.0,False,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat
5758,2018_20171122_CHO,22/11/2017,CHO,1.0,True,Kemba Walker,Jeremy Lamb,Michael Kidd-Gilchrist,Marvin Williams,Dwight Howard
5759,2018_20171122_BRK,22/11/2017,BRK,0.0,False,Spencer Dinwiddie,Allen Crabbe,Rondae Hollis-Jefferson,DeMarre Carroll,Tyler Zeller
5760,2018_20171122_CLE,22/11/2017,CLE,1.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5761,2018_20171122_DEN,22/11/2017,DEN,0.0,False,Emmanuel Mudiay,Will Barton,Wilson Chandler,Trey Lyles,Nikola Jokic
5762,2018_20171122_HOU,22/11/2017,HOU,1.0,True,Chris Paul,James Harden,Trevor Ariza,P.J. Tucker,Nene
5763,2018_20171122_DAL,22/11/2017,DAL,0.0,True,Dennis Smith Jr.,Yogi Ferrell,Wesley Matthews,Harrison Barnes,Dirk Nowitzki
5764,2018_20171122_MEM,22/11/2017,MEM,1.0,False,Mario Chalmers,Ben McLemore,Dillon Brooks,JaMychal Green,Marc Gasol
5765,2018_20171122_BOS,22/11/2017,BOS,0.0,False,Kyrie Irving,Marcus Smart,Jayson Tatum,Marcus Morris,Al Horford
5766,2018_20171122_MIA,22/11/2017,MIA,1.0,True,Goran Dragic,Dion Waiters,Josh Richardson,Justise Winslow,Hassan Whiteside
5767,2018_20171122_ORL,22/11/2017,ORL,0.0,False,Elfrid Payton,Terrence Ross,Evan Fournier,Aaron Gordon,Nikola Vucevic
5768,2018_20171122_MIN,22/11/2017,MIN,1.0,True,Jeff Teague,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5769,2018_20171122_SAS,22/11/2017,SAS,0.0,False,Dejounte Murray,Danny Green,Kyle Anderson,Rudy Gay,LaMarcus Aldridge
5770,2018_20171122_NOP,22/11/2017,NOP,1.0,True,Rajon Rondo,Jrue Holiday,Darius Miller,Anthony Davis,DeMarcus Cousins
5771,2018_20171122_TOR,22/11/2017,TOR,0.0,False,Kyle Lowry,DeMar DeRozan,C.J. Miles,Serge Ibaka,Jonas Valanciunas
5772,2018_20171122_NYK,22/11/2017,NYK,1.0,True,Jarrett Jack,Tim Hardaway Jr.,Doug McDermott,Kristaps Porzingis,Enes Freedom
5773,2018_20171122_GSW,22/11/2017,GSW,0.0,False,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Kevon Looney
5774,2018_20171122_OKC,22/11/2017,OKC,1.0,True,Russell Westbrook,Andre Roberson,Paul George,Carmelo Anthony,Steven Adams
5775,2018_20171122_POR,22/11/2017,POR,0.0,False,Damian Lillard,CJ McCollum,Evan Turner,Noah Vonleh,Jusuf Nurkic
5776,2018_20171122_PHI,22/11/2017,PHI,1.0,True,Ben Simmons,J.J. Redick,Robert Covington,Dario Saric,Joel Embiid
5777,2018_20171122_MIL,22/11/2017,MIL,0.0,True,Eric Bledsoe,DeAndre Liggins,Khris Middleton,Joel Bolomboy,Thon Maker
5778,2018_20171122_PHO,22/11/2017,PHO,1.0,False,Tyler Ulis,Devin Booker,T.J. Warren,Dragan Bender,Greg Monroe
5779,2018_20171122_LAL,22/11/2017,LAL,0.0,False,Lonzo Ball,Kentavious Caldwell-Pope,Brandon Ingram,Kyle Kuzma,Julius Randle
5780,2018_20171122_SAC,22/11/2017,SAC,1.0,True,Frank Mason III,Garrett Temple,Vince Carter,Zach Randolph,Willie Cauley-Stein
5781,2018_20171122_CHI,22/11/2017,CHI,0.0,False,Kris Dunn,Justin Holiday,Paul Zipser,Bobby Portis,Robin Lopez
5782,2018_20171122_UTA,22/11/2017,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Joe Ingles,Jonas Jerebko,Derrick Favors
5783,2018_20171124_NYK,24/11/2017,NYK,0.0,False,Jarrett Jack,Tim Hardaway Jr.,Doug McDermott,Kristaps Porzingis,Kyle O'Quinn
5784,2018_20171124_ATL,24/11/2017,ATL,1.0,True,Dennis Schroder,Kent Bazemore,Taurean Prince,Ersan Ilyasova,Dewayne Dedmon
5785,2018_20171124_ORL,24/11/2017,ORL,0.0,False,Elfrid Payton,Jonathon Simmons,Evan Fournier,Aaron Gordon,Bismack Biyombo
5786,2018_20171124_BOS,24/11/2017,BOS,1.0,True,Terry Rozier,Jaylen Brown,Jayson Tatum,Semi Ojeleye,Al Horford
5787,2018_20171124_POR,24/11/2017,POR,0.0,True,Damian Lillard,CJ McCollum,Evan Turner,Noah Vonleh,Jusuf Nurkic
5788,2018_20171124_BRK,24/11/2017,BRK,1.0,False,Spencer Dinwiddie,Allen Crabbe,Rondae Hollis-Jefferson,DeMarre Carroll,Jarrett Allen
5789,2018_20171124_CHO,24/11/2017,CHO,0.0,False,Kemba Walker,Jeremy Lamb,Michael Kidd-Gilchrist,Marvin Williams,Dwight Howard
5790,2018_20171124_CLE,24/11/2017,CLE,1.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5791,2018_20171124_MEM,24/11/2017,MEM,0.0,False,Mario Chalmers,Ben McLemore,Dillon Brooks,JaMychal Green,Marc Gasol
5792,2018_20171124_DEN,24/11/2017,DEN,1.0,True,Jamal Murray,Gary Harris,Wilson Chandler,Kenneth Faried,Nikola Jokic
5793,2018_20171124_CHI,24/11/2017,CHI,0.0,False,Jerian Grant,Justin Holiday,Paul Zipser,Lauri Markkanen,Robin Lopez
5794,2018_20171124_GSW,24/11/2017,GSW,1.0,True,Stephen Curry,Klay Thompson,Omri Casspi,Zaza Pachulia,Jordan Bell
5795,2018_20171124_TOR,24/11/2017,TOR,0.0,False,Kyle Lowry,DeMar DeRozan,OG Anunoby,Serge Ibaka,Jonas Valanciunas
5796,2018_20171124_IND,24/11/2017,IND,1.0,True,Darren Collison,Victor Oladipo,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis
5797,2018_20171124_MIA,24/11/2017,MIA,0.0,True,Goran Dragic,Dion Waiters,Josh Richardson,James Johnson,Hassan Whiteside
5798,2018_20171124_MIN,24/11/2017,MIN,1.0,False,Tyus Jones,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5799,2018_20171124_DET,24/11/2017,DET,0.0,True,Reggie Jackson,Avery Bradley,Stanley Johnson,Tobias Harris,Andre Drummond
5800,2018_20171124_OKC,24/11/2017,OKC,1.0,False,Russell Westbrook,Andre Roberson,Paul George,Carmelo Anthony,Steven Adams
5801,2018_20171124_NOP,24/11/2017,NOP,0.0,True,Rajon Rondo,Jrue Holiday,Darius Miller,Anthony Davis,DeMarcus Cousins
5802,2018_20171124_PHO,24/11/2017,PHO,1.0,False,Tyler Ulis,Devin Booker,T.J. Warren,Dragan Bender,Tyson Chandler
5803,2018_20171125_TOR,25/11/2017,TOR,0.0,True,Kyle Lowry,Norman Powell,OG Anunoby,Pascal Siakam,Jonas Valanciunas
5804,2018_20171125_ATL,25/11/2017,ATL,1.0,False,Dennis Schroder,Marco Belinelli,DeAndre' Bembry,Ersan Ilyasova,Dewayne Dedmon
5805,2018_20171125_SAS,25/11/2017,SAS,0.0,True,Patty Mills,Danny Green,Kyle Anderson,Rudy Gay,LaMarcus Aldridge
5806,2018_20171125_CHO,25/11/2017,CHO,1.0,False,Kemba Walker,Jeremy Lamb,Michael Kidd-Gilchrist,Frank Kaminsky,Cody Zeller
5807,2018_20171125_OKC,25/11/2017,OKC,0.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Carmelo Anthony,Steven Adams
5808,2018_20171125_DAL,25/11/2017,DAL,1.0,True,Dennis Smith Jr.,Yogi Ferrell,Wesley Matthews,Harrison Barnes,Salah Mejri
5809,2018_20171125_NOP,25/11/2017,NOP,0.0,False,Rajon Rondo,Jrue Holiday,Darius Miller,Anthony Davis,DeMarcus Cousins
5810,2018_20171125_GSW,25/11/2017,GSW,1.0,True,Stephen Curry,Klay Thompson,Andre Iguodala,Draymond Green,Zaza Pachulia
5811,2018_20171125_NYK,25/11/2017,NYK,0.0,False,Jarrett Jack,Tim Hardaway Jr.,Doug McDermott,Michael Beasley,Kyle O'Quinn
5812,2018_20171125_HOU,25/11/2017,HOU,1.0,True,Chris Paul,James Harden,Trevor Ariza,P.J. Tucker,Clint Capela
5813,2018_20171125_BOS,25/11/2017,BOS,0.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Semi Ojeleye,Al Horford
5814,2018_20171125_IND,25/11/2017,IND,1.0,False,Darren Collison,Lance Stephenson,Bojan Bogdanovic,Thaddeus Young,Myles Turner
5815,2018_20171125_ORL,25/11/2017,ORL,0.0,False,Elfrid Payton,Terrence Ross,Evan Fournier,Aaron Gordon,Nikola Vucevic
5816,2018_20171125_PHI,25/11/2017,PHI,1.0,True,T.J. McConnell,J.J. Redick,Robert Covington,Dario Saric,Joel Embiid
5817,2018_20171125_LAC,25/11/2017,LAC,0.0,True,Jawun Evans,Austin Rivers,Wesley Johnson,Blake Griffin,DeAndre Jordan
5818,2018_20171125_SAC,25/11/2017,SAC,1.0,False,De'Aaron Fox,Garrett Temple,Bogdan Bogdanovic,Zach Randolph,Willie Cauley-Stein
5819,2018_20171125_MIL,25/11/2017,MIL,0.0,False,Eric Bledsoe,Tony Snell,Khris Middleton,Giannis Antetokounmpo,John Henson
5820,2018_20171125_UTA,25/11/2017,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Joe Ingles,Jonas Jerebko,Derrick Favors
5821,2018_20171125_POR,25/11/2017,POR,0.0,True,Damian Lillard,Pat Connaughton,Maurice Harkless,Noah Vonleh,Jusuf Nurkic
5822,2018_20171125_WAS,25/11/2017,WAS,1.0,False,Tim Frazier,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat
5823,2018_20171126_MIA,26/11/2017,MIA,0.0,True,Goran Dragic,Wayne Ellington,Josh Richardson,James Johnson,Hassan Whiteside
5824,2018_20171126_CHI,26/11/2017,CHI,1.0,False,Jerian Grant,Denzel Valentine,Paul Zipser,Lauri Markkanen,Robin Lopez
5825,2018_20171126_BRK,26/11/2017,BRK,0.0,True,Spencer Dinwiddie,Joe Harris,Caris LeVert,DeMarre Carroll,Tyler Zeller
5826,2018_20171126_MEM,26/11/2017,MEM,1.0,False,Tyreke Evans,Ben McLemore,Dillon Brooks,JaMychal Green,Marc Gasol
5827,2018_20171126_PHO,26/11/2017,PHO,0.0,False,Mike James,Troy Daniels,T.J. Warren,Dragan Bender,Tyson Chandler
5828,2018_20171126_MIN,26/11/2017,MIN,1.0,True,Tyus Jones,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5829,2018_20171127_DET,27/11/2017,DET,0.0,True,Reggie Jackson,Avery Bradley,Stanley Johnson,Tobias Harris,Andre Drummond
5830,2018_20171127_BOS,27/11/2017,BOS,1.0,False,Kyrie Irving,Jaylen Brown,Jayson Tatum,Marcus Morris,Al Horford
5831,2018_20171127_SAC,27/11/2017,SAC,0.0,True,George Hill,Garrett Temple,Vince Carter,Zach Randolph,Willie Cauley-Stein
5832,2018_20171127_GSW,27/11/2017,GSW,1.0,False,Shaun Livingston,Patrick McCaw,Omri Casspi,Draymond Green,David West
5833,2018_20171127_BRK,27/11/2017,BRK,0.0,False,Spencer Dinwiddie,Joe Harris,Caris LeVert,Quincy Acy,Timofey Mozgov
5834,2018_20171127_HOU,27/11/2017,HOU,1.0,True,Chris Paul,James Harden,Trevor Ariza,Ryan Anderson,Clint Capela
5835,2018_20171127_ORL,27/11/2017,ORL,0.0,False,Elfrid Payton,Jonathon Simmons,Evan Fournier,Aaron Gordon,Nikola Vucevic
5836,2018_20171127_IND,27/11/2017,IND,1.0,True,Cory Joseph,Victor Oladipo,Bojan Bogdanovic,Thaddeus Young,Myles Turner
5837,2018_20171127_LAL,27/11/2017,LAL,0.0,False,Lonzo Ball,Kentavious Caldwell-Pope,Brandon Ingram,Kyle Kuzma,Larry Nance Jr.
5838,2018_20171127_LAC,27/11/2017,LAC,1.0,True,Jawun Evans,Lou Williams,Wesley Johnson,Blake Griffin,DeAndre Jordan
5839,2018_20171127_POR,27/11/2017,POR,0.0,True,Damian Lillard,CJ McCollum,Evan Turner,Noah Vonleh,Jusuf Nurkic
5840,2018_20171127_NYK,27/11/2017,NYK,1.0,False,Jarrett Jack,Tim Hardaway Jr.,Doug McDermott,Kristaps Porzingis,Kyle O'Quinn
5841,2018_20171127_CLE,27/11/2017,CLE,0.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5842,2018_20171127_PHI,27/11/2017,PHI,1.0,False,Ben Simmons,J.J. Redick,Robert Covington,Dario Saric,Joel Embiid
5843,2018_20171127_DAL,27/11/2017,DAL,0.0,False,Dennis Smith Jr.,Yogi Ferrell,Wesley Matthews,Harrison Barnes,Dirk Nowitzki
5844,2018_20171127_SAS,27/11/2017,SAS,1.0,True,Patty Mills,Danny Green,Kyle Anderson,Davis Bertans,LaMarcus Aldridge
5845,2018_20171128_PHO,28/11/2017,PHO,0.0,True,Tyler Ulis,Devin Booker,T.J. Warren,Marquese Chriss,Alex Len
5846,2018_20171128_CHI,28/11/2017,CHI,1.0,False,Kris Dunn,Denzel Valentine,Paul Zipser,Lauri Markkanen,Robin Lopez
5847,2018_20171128_MIA,28/11/2017,MIA,0.0,False,Tyler Johnson,Dion Waiters,Josh Richardson,James Johnson,Hassan Whiteside
5848,2018_20171128_CLE,28/11/2017,CLE,1.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5849,2018_20171128_WAS,28/11/2017,WAS,0.0,True,Tim Frazier,Bradley Beal,Otto Porter Jr.,Markieff Morris,Ian Mahinmi
5850,2018_20171128_MIN,28/11/2017,MIN,1.0,False,Tyus Jones,Jimmy Butler,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns
5851,2018_20171128_MIL,28/11/2017,MIL,0.0,True,Eric Bledsoe,Tony Snell,Khris Middleton,Giannis Antetokounmpo,John Henson
5852,2018_20171128_SAC,28/11/2017,SAC,1.0,False,Frank Mason III,Garrett Temple,Vince Carter,Skal Labissiere,Willie Cauley-Stein
5853,2018_20171128_DEN,28/11/2017,DEN,0.0,False,Jamal Murray,Gary Harris,Torrey Craig,Juancho Hernangomez,Nikola Jokic
5854,2018_20171128_UTA,28/11/2017,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Joe Ingles,Jonas Jerebko,Derrick Favors
5855,2018_20171129_BRK,29/11/2017,BRK,0.0,True,Spencer Dinwiddie,Joe Harris,Caris LeVert,DeMarre Carroll,Tyler Zeller
5856,2018_20171129_DAL,29/11/2017,DAL,1.0,False,Dennis Smith Jr.,Yogi Ferrell,Wesley Matthews,Harrison Barnes,Dirk Nowitzki
5857,2018_20171129_PHO,29/11/2017,PHO,0.0,False,Tyler Ulis,Devin Booker,Josh Jackson,Marquese Chriss,Greg Monroe
5858,2018_20171129_DET,29/11/2017,DET,1.0,True,Reggie Jackson,Avery Bradley,Stanley Johnson,Tobias Harris,Andre Drummond
5859,2018_20171129_IND,29/11/2017,IND,0.0,False,Darren Collison,Victor Oladipo,Bojan Bogdanovic,Thaddeus Young,Myles Turner
5860,2018_20171129_HOU,29/11/2017,HOU,1.0,True,Chris Paul,James Harden,Trevor Ariza,Ryan Anderson,Clint Capela
5861,2018_20171129_GSW,29/11/2017,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Zaza Pachulia
5862,2018_20171129_LAL,29/11/2017,LAL,1.0,False,Lonzo Ball,Kentavious Caldwell-Pope,Brandon Ingram,Brook Lopez,Julius Randle
5863,2018_20171129_MIN,29/11/2017,MIN,0.0,True,Tyus Jones,Jimmy Butler,Andrew Wiggins,Taj Gibson,Gorgui Dieng
5864,2018_20171129_NOP,29/11/2017,NOP,1.0,False,Rajon Rondo,Jrue Holiday,Darius Miller,Anthony Davis,DeMarcus Cousins
5865,2018_20171129_MIA,29/11/2017,MIA,0.0,False,Tyler Johnson,Dion Waiters,Josh Richardson,Kelly Olynyk,Bam Adebayo
5866,2018_20171129_NYK,29/11/2017,NYK,1.0,True,Ramon Sessions,Tim Hardaway Jr.,Doug McDermott,Lance Thomas,Enes Freedom
5867,2018_20171129_OKC,29/11/2017,OKC,0.0,False,Russell Westbrook,Andre Roberson,Paul George,Carmelo Anthony,Steven Adams
5868,2018_20171129_ORL,29/11/2017,ORL,1.0,True,Elfrid Payton,Jonathon Simmons,Evan Fournier,Aaron Gordon,Nikola Vucevic
5869,2018_20171129_WAS,29/11/2017,WAS,0.0,False,Tim Frazier,Tomas Satoransky,Kelly Oubre Jr.,Chris McCullough,Ian Mahinmi
5870,2018_20171129_PHI,29/11/2017,PHI,1.0,True,Ben Simmons,J.J. Redick,Robert Covington,Dario Saric,Joel Embiid
5871,2018_20171129_MEM,29/11/2017,MEM,0.0,False,Tyreke Evans,Ben McLemore,Dillon Brooks,JaMychal Green,Marc Gasol
5872,2018_20171129_SAS,29/11/2017,SAS,1.0,True,Patty Mills,Danny Green,Kyle Anderson,Rudy Gay,LaMarcus Aldridge
5873,2018_20171129_CHO,29/11/2017,CHO,0.0,False,Michael Carter-Williams,Nicolas Batum,Michael Kidd-Gilchrist,Frank Kaminsky,Dwight Howard
5874,2018_20171129_TOR,29/11/2017,TOR,1.0,True,Kyle Lowry,DeMar DeRozan,OG Anunoby,Serge Ibaka,Jonas Valanciunas
5875,2018_20171130_CLE,30/11/2017,CLE,0.0,True,Jose Calderon,J.R. Smith,Jae Crowder,LeBron James,Kevin Love
5876,2018_20171130_ATL,30/11/2017,ATL,1.0,False,Dennis Schroder,Kent Bazemore,Taurean Prince,Ersan Ilyasova,Miles Plumlee
5877,2018_20171130_PHI,30/11/2017,PHI,0.0,False,Ben Simmons,J.J. Redick,Robert Covington,Dario Saric,Amir Johnson
5878,2018_20171130_BOS,30/11/2017,BOS,1.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Marcus Morris,Al Horford
5879,2018_20171130_CHI,30/11/2017,CHI,0.0,False,Kris Dunn,Denzel Valentine,Paul Zipser,Lauri Markkanen,Robin Lopez
5880,2018_20171130_DEN,30/11/2017,DEN,1.0,True,Jamal Murray,Gary Harris,Richard Jefferson,Juancho Hernangomez,Mason Plumlee
5881,2018_20171130_UTA,30/11/2017,UTA,0.0,True,Ricky Rubio,Donovan Mitchell,Joe Ingles,Jonas Jerebko,Derrick Favors
5882,2018_20171130_LAC,30/11/2017,LAC,1.0,False,Jawun Evans,Lou Williams,Wesley Johnson,Sam Dekker,DeAndre Jordan
5883,2018_20171130_MIL,30/11/2017,MIL,0.0,True,Eric Bledsoe,Tony Snell,Khris Middleton,Giannis Antetokounmpo,John Henson
