,ID,date,Tm,home,won,PG,SG,SF,PF,C
12469,2020_20200802_WAS,02/08/2020,WAS,0.0,False,Ish Smith,Jerome Robinson,Troy Brown Jr.,Rui Hachimura,Thomas Bryant
12470,2020_20200802_BRK,02/08/2020,BRK,1.0,True,Chris Chiozza,Caris LeVert,Joe Harris,Rodions Kurucs,Jarrett Allen
12471,2020_20200802_MIL,02/08/2020,MIL,0.0,False,George Hill,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
12472,2020_20200802_HOU,02/08/2020,HOU,1.0,True,Russell Westbrook,James Harden,Danuel House Jr.,P.J. Tucker,Robert Covington
12473,2020_20200802_SAS,02/08/2020,SAS,0.0,True,Dejounte Murray,Derrick White,DeMar DeRozan,Rudy Gay,Drew Eubanks
12474,2020_20200802_MEM,02/08/2020,MEM,1.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jaren Jackson Jr.
12475,2020_20200802_SAC,02/08/2020,SAC,0.0,False,De'Aaron Fox,Bogdan Bogdanovic,Kent Bazemore,Harrison Barnes,Richaun Holmes
12476,2020_20200802_ORL,02/08/2020,ORL,1.0,True,D.J. Augustin,Michael Carter-Williams,Evan Fournier,Aaron Gordon,Nikola Vucevic
12477,2020_20200802_DAL,02/08/2020,DAL,0.0,False,Luka Doncic,Seth Curry,Antonius Cleveland,Dorian Finney-Smith,Kristaps Porzingis
12478,2020_20200802_PHO,02/08/2020,PHO,1.0,True,Ricky Rubio,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12479,2020_20200803_TOR,03/08/2020,TOR,0.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Serge Ibaka
12480,2020_20200803_MIA,03/08/2020,MIA,1.0,False,Goran Dragic,Tyler Herro,Jimmy Butler,Jae Crowder,Kelly Olynyk
12481,2020_20200803_MEM,03/08/2020,MEM,0.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jaren Jackson Jr.
12482,2020_20200803_NOP,03/08/2020,NOP,1.0,True,Lonzo Ball,Jrue Holiday,Josh Hart,Brandon Ingram,Derrick Favors
12483,2020_20200803_DEN,03/08/2020,DEN,0.0,True,Monte Morris,PJ Dozier,Michael Porter Jr.,Paul Millsap,Nikola Jokic
12484,2020_20200803_OKC,03/08/2020,OKC,1.0,False,Chris Paul,Shai Gilgeous-Alexander,Luguentz Dort,Danilo Gallinari,Steven Adams
12485,2020_20200803_SAS,03/08/2020,SAS,0.0,False,Dejounte Murray,Derrick White,DeMar DeRozan,Rudy Gay,Jakob Poeltl
12486,2020_20200803_PHI,03/08/2020,PHI,1.0,True,Ben Simmons,Josh Richardson,Furkan Korkmaz,Tobias Harris,Al Horford
12487,2020_20200803_LAL,03/08/2020,LAL,0.0,True,LeBron James,Kentavious Caldwell-Pope,Dion Waiters,Anthony Davis,Dwight Howard
12488,2020_20200803_UTA,03/08/2020,UTA,1.0,False,Mike Conley,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
12489,2020_20200803_IND,03/08/2020,IND,0.0,True,Aaron Holiday,Edmond Sumner,T.J. Warren,Doug McDermott,Myles Turner
12490,2020_20200803_WAS,03/08/2020,WAS,1.0,False,Shabazz Napier,Jerome Robinson,Isaac Bonga,Rui Hachimura,Thomas Bryant
12491,2020_20200804_ORL,04/08/2020,ORL,0.0,False,D.J. Augustin,James Ennis III,Evan Fournier,Aaron Gordon,Nikola Vucevic
12492,2020_20200804_IND,04/08/2020,IND,1.0,True,Aaron Holiday,Victor Oladipo,T.J. Warren,JaKarr Sampson,Myles Turner
12493,2020_20200804_PHO,04/08/2020,PHO,0.0,True,Ricky Rubio,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12494,2020_20200804_LAC,04/08/2020,LAC,1.0,False,Reggie Jackson,Landry Shamet,Kawhi Leonard,Marcus Morris,Ivica Zubac
12495,2020_20200804_BOS,04/08/2020,BOS,0.0,False,Kemba Walker,Jaylen Brown,Gordon Hayward,Jayson Tatum,Daniel Theis
12496,2020_20200804_MIA,04/08/2020,MIA,1.0,True,Goran Dragic,Duncan Robinson,Andre Iguodala,Bam Adebayo,Kelly Olynyk
12497,2020_20200804_BRK,04/08/2020,BRK,0.0,True,Chris Chiozza,Tyler Johnson,Timothe Luwawu-Cabarrot,Rodions Kurucs,Donta Hall
12498,2020_20200804_MIL,04/08/2020,MIL,1.0,False,George Hill,Donte DiVincenzo,Kyle Korver,Ersan Ilyasova,Robin Lopez
12499,2020_20200804_HOU,04/08/2020,HOU,0.0,False,Russell Westbrook,James Harden,Danuel House Jr.,P.J. Tucker,Robert Covington
12500,2020_20200804_POR,04/08/2020,POR,1.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12501,2020_20200804_DAL,04/08/2020,DAL,0.0,True,Luka Doncic,Tim Hardaway Jr.,Justin Jackson,Dorian Finney-Smith,Kristaps Porzingis
12502,2020_20200804_SAC,04/08/2020,SAC,1.0,False,Cory Joseph,Buddy Hield,Kent Bazemore,Nemanja Bjelica,Richaun Holmes
12503,2020_20200805_BRK,05/08/2020,BRK,0.0,False,Jeremiah Martin,Caris LeVert,Joe Harris,Lance Thomas,Jarrett Allen
12504,2020_20200805_BOS,05/08/2020,BOS,1.0,True,Brad Wanamaker,Marcus Smart,Gordon Hayward,Jayson Tatum,Daniel Theis
12505,2020_20200805_OKC,05/08/2020,OKC,0.0,True,Chris Paul,Shai Gilgeous-Alexander,Luguentz Dort,Danilo Gallinari,Steven Adams
12506,2020_20200805_LAL,05/08/2020,LAL,1.0,False,LeBron James,Dion Waiters,Markieff Morris,Anthony Davis,JaVale McGee
12507,2020_20200805_TOR,05/08/2020,TOR,0.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Marc Gasol
12508,2020_20200805_ORL,05/08/2020,ORL,1.0,False,D.J. Augustin,Terrence Ross,Evan Fournier,Aaron Gordon,Nikola Vucevic
12509,2020_20200805_DEN,05/08/2020,DEN,0.0,True,Monte Morris,PJ Dozier,Michael Porter Jr.,Jerami Grant,Nikola Jokic
12510,2020_20200805_SAS,05/08/2020,SAS,1.0,False,Dejounte Murray,Derrick White,DeMar DeRozan,Rudy Gay,Jakob Poeltl
12511,2020_20200805_MEM,05/08/2020,MEM,0.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valanciunas
12512,2020_20200805_UTA,05/08/2020,UTA,1.0,True,Mike Conley,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
12513,2020_20200805_PHI,05/08/2020,PHI,0.0,True,Ben Simmons,Josh Richardson,Alec Burks,Tobias Harris,Joel Embiid
12514,2020_20200805_WAS,05/08/2020,WAS,1.0,False,Ish Smith,Jerome Robinson,Troy Brown Jr.,Rui Hachimura,Thomas Bryant
12515,2020_20200806_LAC,06/08/2020,LAC,0.0,True,Lou Williams,Landry Shamet,Kawhi Leonard,Marcus Morris,Ivica Zubac
12516,2020_20200806_DAL,06/08/2020,DAL,1.0,False,Luka Doncic,Tim Hardaway Jr.,Justin Jackson,Dorian Finney-Smith,Kristaps Porzingis
12517,2020_20200806_POR,06/08/2020,POR,0.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12518,2020_20200806_DEN,06/08/2020,DEN,1.0,False,Monte Morris,PJ Dozier,Michael Porter Jr.,Jerami Grant,Mason Plumlee
12519,2020_20200806_LAL,06/08/2020,LAL,0.0,False,Quinn Cook,Dion Waiters,Talen Horton-Tucker,Kyle Kuzma,Dwight Howard
12520,2020_20200806_HOU,06/08/2020,HOU,1.0,True,Austin Rivers,James Harden,Danuel House Jr.,P.J. Tucker,Robert Covington
12521,2020_20200806_MIA,06/08/2020,MIA,0.0,False,Kendrick Nunn,Duncan Robinson,Andre Iguodala,Jae Crowder,Kelly Olynyk
12522,2020_20200806_MIL,06/08/2020,MIL,1.0,True,George Hill,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
12523,2020_20200806_IND,06/08/2020,IND,0.0,False,Aaron Holiday,Victor Oladipo,T.J. Warren,JaKarr Sampson,Myles Turner
12524,2020_20200806_PHO,06/08/2020,PHO,1.0,True,Ricky Rubio,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12525,2020_20200806_NOP,06/08/2020,NOP,0.0,False,Lonzo Ball,Jrue Holiday,Josh Hart,Brandon Ingram,Derrick Favors
12526,2020_20200806_SAC,06/08/2020,SAC,1.0,True,De'Aaron Fox,Bogdan Bogdanovic,Kent Bazemore,Harrison Barnes,Richaun Holmes
12527,2020_20200807_SAC,07/08/2020,SAC,0.0,False,De'Aaron Fox,Bogdan Bogdanovic,Buddy Hield,Harrison Barnes,Alex Len
12528,2020_20200807_BRK,07/08/2020,BRK,1.0,True,Chris Chiozza,Caris LeVert,Timothe Luwawu-Cabarrot,Rodions Kurucs,Jarrett Allen
12529,2020_20200807_OKC,07/08/2020,OKC,0.0,False,Chris Paul,Shai Gilgeous-Alexander,Luguentz Dort,Darius Bazley,Nerlens Noel
12530,2020_20200807_MEM,07/08/2020,MEM,1.0,True,Ja Morant,Dillon Brooks,Kyle Anderson,Anthony Tolliver,Jonas Valanciunas
12531,2020_20200807_WAS,07/08/2020,WAS,0.0,False,Ish Smith,Jerome Robinson,Troy Brown Jr.,Rui Hachimura,Thomas Bryant
12532,2020_20200807_NOP,07/08/2020,NOP,1.0,True,Lonzo Ball,Jrue Holiday,Josh Hart,Brandon Ingram,Derrick Favors
12533,2020_20200807_ORL,07/08/2020,ORL,0.0,False,D.J. Augustin,James Ennis III,Evan Fournier,Khem Birch,Nikola Vucevic
12534,2020_20200807_PHI,07/08/2020,PHI,1.0,True,Alec Burks,Josh Richardson,Matisse Thybulle,Tobias Harris,Joel Embiid
12535,2020_20200807_UTA,07/08/2020,UTA,0.0,False,Emmanuel Mudiay,Jordan Clarkson,Miye Oni,Georges Niang,Tony Bradley
12536,2020_20200807_SAS,07/08/2020,SAS,1.0,True,Dejounte Murray,Derrick White,DeMar DeRozan,Rudy Gay,Jakob Poeltl
12537,2020_20200807_BOS,07/08/2020,BOS,0.0,True,Brad Wanamaker,Jaylen Brown,Gordon Hayward,Jayson Tatum,Daniel Theis
12538,2020_20200807_TOR,07/08/2020,TOR,1.0,False,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Marc Gasol
12539,2020_20200808_MIL,08/08/2020,MIL,0.0,False,Eric Bledsoe,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
12540,2020_20200808_DAL,08/08/2020,DAL,1.0,True,Luka Doncic,Tim Hardaway Jr.,Justin Jackson,Dorian Finney-Smith,Kristaps Porzingis
12541,2020_20200808_UTA,08/08/2020,UTA,0.0,False,Mike Conley,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
12542,2020_20200808_DEN,08/08/2020,DEN,1.0,True,Jamal Murray,PJ Dozier,Michael Porter Jr.,Jerami Grant,Nikola Jokic
12543,2020_20200808_LAL,08/08/2020,LAL,0.0,False,LeBron James,Kentavious Caldwell-Pope,Jared Dudley,Anthony Davis,Dwight Howard
12544,2020_20200808_IND,08/08/2020,IND,1.0,True,Malcolm Brogdon,Victor Oladipo,T.J. Warren,Doug McDermott,Myles Turner
12545,2020_20200808_PHO,08/08/2020,PHO,0.0,True,Ricky Rubio,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12546,2020_20200808_MIA,08/08/2020,MIA,1.0,False,Gabe Vincent,Duncan Robinson,Andre Iguodala,Bam Adebayo,Kelly Olynyk
12547,2020_20200808_LAC,08/08/2020,LAC,0.0,True,Reggie Jackson,Landry Shamet,Paul George,Marcus Morris,Ivica Zubac
12548,2020_20200808_POR,08/08/2020,POR,1.0,False,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12549,2020_20200809_ORL,09/08/2020,ORL,0.0,False,D.J. Augustin,Terrence Ross,Gary Clark,Vic Law,Nikola Vucevic
12550,2020_20200809_BOS,09/08/2020,BOS,1.0,True,Kemba Walker,Jaylen Brown,Gordon Hayward,Jayson Tatum,Daniel Theis
12551,2020_20200809_BRK,09/08/2020,BRK,0.0,True,Chris Chiozza,Garrett Temple,Joe Harris,Rodions Kurucs,Jarrett Allen
12552,2020_20200809_LAC,09/08/2020,LAC,1.0,False,Lou Williams,Landry Shamet,Kawhi Leonard,Marcus Morris,Ivica Zubac
12553,2020_20200809_SAS,09/08/2020,SAS,0.0,True,Dejounte Murray,Lonnie Walker IV,DeMar DeRozan,Rudy Gay,Drew Eubanks
12554,2020_20200809_NOP,09/08/2020,NOP,1.0,False,Lonzo Ball,Jrue Holiday,Josh Hart,Brandon Ingram,Derrick Favors
12555,2020_20200809_WAS,09/08/2020,WAS,0.0,False,Ish Smith,Jerome Robinson,Troy Brown Jr.,Rui Hachimura,Thomas Bryant
12556,2020_20200809_OKC,09/08/2020,OKC,1.0,True,Chris Paul,Shai Gilgeous-Alexander,Luguentz Dort,Darius Bazley,Mike Muscala
12557,2020_20200809_PHI,09/08/2020,PHI,0.0,False,Matisse Thybulle,Josh Richardson,Glenn Robinson III,Tobias Harris,Al Horford
12558,2020_20200809_POR,09/08/2020,POR,1.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12559,2020_20200809_HOU,09/08/2020,HOU,0.0,True,Michael Frazier,Austin Rivers,Danuel House Jr.,P.J. Tucker,Robert Covington
12560,2020_20200809_SAC,09/08/2020,SAC,1.0,False,De'Aaron Fox,Bogdan Bogdanovic,Justin James,Harrison Barnes,Harry Giles
12561,2020_20200809_MEM,09/08/2020,MEM,0.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Anthony Tolliver,Jonas Valanciunas
12562,2020_20200809_TOR,09/08/2020,TOR,1.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Serge Ibaka
12563,2020_20200810_DEN,10/08/2020,DEN,0.0,False,Jamal Murray,PJ Dozier,Michael Porter Jr.,Paul Millsap,Nikola Jokic
12564,2020_20200810_LAL,10/08/2020,LAL,1.0,True,LeBron James,Danny Green,Markieff Morris,Anthony Davis,JaVale McGee
12565,2020_20200810_IND,10/08/2020,IND,0.0,False,Aaron Holiday,Victor Oladipo,T.J. Warren,Doug McDermott,Myles Turner
12566,2020_20200810_MIA,10/08/2020,MIA,1.0,True,Goran Dragic,Duncan Robinson,Jimmy Butler,Jae Crowder,Kelly Olynyk
12567,2020_20200810_TOR,10/08/2020,TOR,0.0,True,Terence Davis,Matt Thomas,OG Anunoby,Pascal Siakam,Chris Boucher
12568,2020_20200810_MIL,10/08/2020,MIL,1.0,False,Eric Bledsoe,Donte DiVincenzo,Khris Middleton,Marvin Williams,Brook Lopez
12569,2020_20200810_OKC,10/08/2020,OKC,0.0,False,Chris Paul,Hamidou Diallo,Deonte Burton,Darius Bazley,Mike Muscala
12570,2020_20200810_PHO,10/08/2020,PHO,1.0,True,Jevon Carter,Cameron Payne,Mikal Bridges,Cameron Johnson,Deandre Ayton
12571,2020_20200810_DAL,10/08/2020,DAL,0.0,True,J.J. Barea,Tim Hardaway Jr.,Josh Reaves,Justin Jackson,Boban Marjanovic
12572,2020_20200810_UTA,10/08/2020,UTA,1.0,False,Emmanuel Mudiay,Rayjon Tucker,Miye Oni,Jarrell Brantley,Rudy Gobert
12573,2020_20200811_POR,11/08/2020,POR,0.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12574,2020_20200811_DAL,11/08/2020,DAL,1.0,False,Luka Doncic,Tim Hardaway Jr.,Justin Jackson,Dorian Finney-Smith,Kristaps Porzingis
12575,2020_20200811_BOS,11/08/2020,BOS,0.0,True,Kemba Walker,Marcus Smart,Gordon Hayward,Jayson Tatum,Daniel Theis
12576,2020_20200811_MEM,11/08/2020,MEM,1.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valanciunas
12577,2020_20200811_BRK,11/08/2020,BRK,0.0,True,Jeremiah Martin,Justin Anderson,Dzanan Musa,Rodions Kurucs,Donta Hall
12578,2020_20200811_ORL,11/08/2020,ORL,1.0,False,Markelle Fultz,Melvin Frazier,Wes Iwundu,Vic Law,Khem Birch
12579,2020_20200811_PHO,11/08/2020,PHO,0.0,True,Ricky Rubio,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12580,2020_20200811_PHI,11/08/2020,PHI,1.0,False,Raul Neto,Furkan Korkmaz,Glenn Robinson III,Mike Scott,Kyle O'Quinn
12581,2020_20200811_NOP,11/08/2020,NOP,0.0,False,Lonzo Ball,Nickeil Alexander-Walker,Josh Hart,Kenrich Williams,Jahlil Okafor
12582,2020_20200811_SAC,11/08/2020,SAC,1.0,True,Cory Joseph,Bogdan Bogdanovic,Jabari Parker,Harrison Barnes,Harry Giles
12583,2020_20200811_HOU,11/08/2020,HOU,0.0,False,Russell Westbrook,Austin Rivers,Ben McLemore,P.J. Tucker,Jeff Green
12584,2020_20200811_SAS,11/08/2020,SAS,1.0,True,Dejounte Murray,Lonnie Walker IV,DeMar DeRozan,Rudy Gay,Jakob Poeltl
12585,2020_20200811_MIL,11/08/2020,MIL,0.0,True,George Hill,Pat Connaughton,Sterling Brown,D.J. Wilson,Brook Lopez
12586,2020_20200811_WAS,11/08/2020,WAS,1.0,False,Ish Smith,Jerome Robinson,Troy Brown Jr.,Rui Hachimura,Thomas Bryant
12587,2020_20200812_LAC,12/08/2020,LAC,0.0,True,Reggie Jackson,Rodney McGruder,Paul George,Marcus Morris,Ivica Zubac
12588,2020_20200812_DEN,12/08/2020,DEN,1.0,False,Jamal Murray,PJ Dozier,Michael Porter Jr.,Jerami Grant,Nikola Jokic
12589,2020_20200812_IND,12/08/2020,IND,0.0,True,Aaron Holiday,Victor Oladipo,Justin Holiday,Doug McDermott,Myles Turner
12590,2020_20200812_HOU,12/08/2020,HOU,1.0,False,Austin Rivers,James Harden,Ben McLemore,P.J. Tucker,Robert Covington
12591,2020_20200812_MIA,12/08/2020,MIA,0.0,False,Goran Dragic,Tyler Herro,Derrick Jones Jr.,Solomon Hill,Kelly Olynyk
12592,2020_20200812_OKC,12/08/2020,OKC,1.0,True,Chris Paul,Shai Gilgeous-Alexander,Hamidou Diallo,Darius Bazley,Steven Adams
12593,2020_20200812_TOR,12/08/2020,TOR,0.0,True,Kyle Lowry,Norman Powell,Malcolm Miller,Pascal Siakam,Chris Boucher
12594,2020_20200812_PHI,12/08/2020,PHI,1.0,False,Raul Neto,Matisse Thybulle,Marial Shayok,Tobias Harris,Norvel Pelle
12595,2020_20200813_WAS,13/08/2020,WAS,0.0,True,Ish Smith,Jerome Robinson,Troy Brown Jr.,Johnathan Williams,Thomas Bryant
12596,2020_20200813_BOS,13/08/2020,BOS,1.0,False,Tremont Waters,Javonte Green,Carsen Edwards,Semi Ojeleye,Enes Freedom
12597,2020_20200813_POR,13/08/2020,POR,0.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12598,2020_20200813_BRK,13/08/2020,BRK,1.0,False,Jeremiah Martin,Garrett Temple,Joe Harris,Rodions Kurucs,Jarrett Allen
12599,2020_20200813_SAC,13/08/2020,SAC,0.0,True,Cory Joseph,Bogdan Bogdanovic,Justin James,Nemanja Bjelica,Alex Len
12600,2020_20200813_LAL,13/08/2020,LAL,1.0,False,Quinn Cook,Talen Horton-Tucker,J.R. Smith,Jared Dudley,JaVale McGee
12601,2020_20200813_MIL,13/08/2020,MIL,0.0,False,Frank Mason III,Donte DiVincenzo,Kyle Korver,D.J. Wilson,Robin Lopez
12602,2020_20200813_MEM,13/08/2020,MEM,1.0,True,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valanciunas
12603,2020_20200813_NOP,13/08/2020,NOP,0.0,False,Frank Jackson,Nickeil Alexander-Walker,Josh Hart,Zylan Cheatham,Jaxson Hayes
12604,2020_20200813_ORL,13/08/2020,ORL,1.0,True,Markelle Fultz,James Ennis III,Gary Clark,Vic Law,Nikola Vucevic
12605,2020_20200813_DAL,13/08/2020,DAL,0.0,False,Delon Wright,Seth Curry,Josh Reaves,Justin Jackson,Boban Marjanovic
12606,2020_20200813_PHO,13/08/2020,PHO,1.0,True,Jevon Carter,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton
12607,2020_20200813_SAS,13/08/2020,SAS,0.0,False,Dejounte Murray,Lonnie Walker IV,Keldon Johnson,Luka Samanic,Drew Eubanks
12608,2020_20200813_UTA,13/08/2020,UTA,1.0,True,Nigel Williams-Goss,Rayjon Tucker,Miye Oni,Jarrell Brantley,Tony Bradley
12609,2020_20200814_PHI,14/08/2020,PHI,0.0,True,Raul Neto,Josh Richardson,Matisse Thybulle,Tobias Harris,Joel Embiid
12610,2020_20200814_HOU,14/08/2020,HOU,1.0,False,Chris Clemons,James Harden,Eric Gordon,P.J. Tucker,Jeff Green
12611,2020_20200814_MIA,14/08/2020,MIA,0.0,False,Kendrick Nunn,Tyler Herro,Derrick Jones Jr.,Solomon Hill,Meyers Leonard
12612,2020_20200814_IND,14/08/2020,IND,1.0,True,Malcolm Brogdon,Edmond Sumner,Justin Holiday,Alize Johnson,Goga Bitadze
12613,2020_20200814_OKC,14/08/2020,OKC,0.0,False,Dennis Schroder,Shai Gilgeous-Alexander,Hamidou Diallo,Darius Bazley,Nerlens Noel
12614,2020_20200814_LAC,14/08/2020,LAC,1.0,True,Reggie Jackson,Rodney McGruder,Terance Mann,Patrick Patterson,Joakim Noah
12615,2020_20200814_DEN,14/08/2020,DEN,0.0,False,Monte Morris,PJ Dozier,Keita Bates-Diop,Jerami Grant,Mason Plumlee
12616,2020_20200814_TOR,14/08/2020,TOR,1.0,True,Matt Thomas,Terence Davis,Paul Watson,Stanley Johnson,Chris Boucher
12617,2020_20200815_MEM,15/08/2020,MEM,0.0,False,Ja Morant,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valanciunas
12618,2020_20200815_POR,15/08/2020,POR,1.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Hassan Whiteside
12619,2020_20200817_PHI,17/08/2020,PHI,0.0,False,Matisse Thybulle,Josh Richardson,Alec Burks,Tobias Harris,Joel Embiid
12620,2020_20200817_BOS,17/08/2020,BOS,1.0,True,Kemba Walker,Jaylen Brown,Gordon Hayward,Jayson Tatum,Daniel Theis
12621,2020_20200817_UTA,17/08/2020,UTA,0.0,False,Emmanuel Mudiay,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
12622,2020_20200817_DEN,17/08/2020,DEN,1.0,True,Jamal Murray,PJ Dozier,Michael Porter Jr.,Jerami Grant,Nikola Jokic
12623,2020_20200817_DAL,17/08/2020,DAL,0.0,False,Luka Doncic,Tim Hardaway Jr.,Michael Kidd-Gilchrist,Maxi Kleber,Kristaps Porzingis
12624,2020_20200817_LAC,17/08/2020,LAC,1.0,True,Lou Williams,Landry Shamet,Kawhi Leonard,Marcus Morris,Ivica Zubac
12625,2020_20200817_BRK,17/08/2020,BRK,0.0,False,Jeremiah Martin,Caris LeVert,Timothe Luwawu-Cabarrot,Rodions Kurucs,Jarrett Allen
12626,2020_20200817_TOR,17/08/2020,TOR,1.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Serge Ibaka
12627,2020_20200818_OKC,18/08/2020,OKC,0.0,False,Chris Paul,Shai Gilgeous-Alexander,Terrance Ferguson,Danilo Gallinari,Steven Adams
12628,2020_20200818_HOU,18/08/2020,HOU,1.0,True,Austin Rivers,James Harden,Eric Gordon,P.J. Tucker,Jeff Green
12629,2020_20200818_MIA,18/08/2020,MIA,0.0,True,Goran Dragic,Tyler Herro,Jimmy Butler,Bam Adebayo,Kelly Olynyk
12630,2020_20200818_IND,18/08/2020,IND,1.0,False,Malcolm Brogdon,Edmond Sumner,T.J. Warren,Doug McDermott,Myles Turner
12631,2020_20200818_POR,18/08/2020,POR,0.0,True,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12632,2020_20200818_LAL,18/08/2020,LAL,1.0,False,LeBron James,Kentavious Caldwell-Pope,Markieff Morris,Anthony Davis,Dwight Howard
12633,2020_20200818_ORL,18/08/2020,ORL,0.0,True,Markelle Fultz,James Ennis III,Evan Fournier,Khem Birch,Nikola Vucevic
12634,2020_20200818_MIL,18/08/2020,MIL,1.0,False,Eric Bledsoe,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
12635,2020_20200819_PHI,19/08/2020,PHI,0.0,False,Raul Neto,Shake Milton,Matisse Thybulle,Tobias Harris,Joel Embiid
12636,2020_20200819_BOS,19/08/2020,BOS,1.0,True,Kemba Walker,Marcus Smart,Romeo Langford,Jayson Tatum,Enes Freedom
12637,2020_20200819_UTA,19/08/2020,UTA,0.0,True,Emmanuel Mudiay,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
12638,2020_20200819_DEN,19/08/2020,DEN,1.0,False,Jamal Murray,PJ Dozier,Michael Porter Jr.,Jerami Grant,Nikola Jokic
12639,2020_20200819_DAL,19/08/2020,DAL,0.0,True,Luka Doncic,Tim Hardaway Jr.,Michael Kidd-Gilchrist,Maxi Kleber,Kristaps Porzingis
12640,2020_20200819_LAC,19/08/2020,LAC,1.0,False,Lou Williams,Landry Shamet,Kawhi Leonard,Marcus Morris,Montrezl Harrell
12641,2020_20200819_BRK,19/08/2020,BRK,0.0,False,Chris Chiozza,Caris LeVert,Joe Harris,Rodions Kurucs,Jarrett Allen
12642,2020_20200819_TOR,19/08/2020,TOR,1.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Serge Ibaka
12643,2020_20200820_OKC,20/08/2020,OKC,0.0,False,Chris Paul,Shai Gilgeous-Alexander,Luguentz Dort,Danilo Gallinari,Steven Adams
12644,2020_20200820_HOU,20/08/2020,HOU,1.0,True,Austin Rivers,James Harden,Danuel House Jr.,P.J. Tucker,Jeff Green
12645,2020_20200820_MIA,20/08/2020,MIA,0.0,True,Goran Dragic,Tyler Herro,Jimmy Butler,Bam Adebayo,Kelly Olynyk
12646,2020_20200820_IND,20/08/2020,IND,1.0,False,Malcolm Brogdon,Victor Oladipo,T.J. Warren,JaKarr Sampson,Myles Turner
12647,2020_20200820_POR,20/08/2020,POR,0.0,False,Damian Lillard,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Jusuf Nurkic
12648,2020_20200820_LAL,20/08/2020,LAL,1.0,True,LeBron James,Danny Green,J.R. Smith,Anthony Davis,Dwight Howard
12649,2020_20200820_ORL,20/08/2020,ORL,0.0,False,D.J. Augustin,Terrence Ross,Evan Fournier,Khem Birch,Nikola Vucevic
12650,2020_20200820_MIL,20/08/2020,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
12651,2020_20200821_TOR,21/08/2020,TOR,0.0,True,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Serge Ibaka
12652,2020_20200821_BRK,21/08/2020,BRK,1.0,False,Chris Chiozza,Garrett Temple,Timothe Luwawu-Cabarrot,Rodions Kurucs,Jarrett Allen
12653,2020_20200821_LAC,21/08/2020,LAC,0.0,True,Lou Williams,Landry Shamet,Kawhi Leonard,Marcus Morris,Ivica Zubac
