,ID,date,Tm,home,won,PG1,SG1,SF1,PF1,C1,PG2,SG2,SF2,PF2,C2,PG3,SG3,SF3,PF3,C3
3967,2017_20170123_NYK,23/01/2017,NYK,0.0,True,Derrick Rose,Justin Holiday,Carmelo Anthony,Kristaps Porzingis,Willy Hernangomez,Brandon Jennings,Courtney Lee,Mindaugas Kuzminskas,,Joakim Noah,,,,,Kyle O'Quinn
3968,2017_20170123_IND,23/01/2017,IND,1.0,False,Jeff Teague,Monta Ellis,Paul George,Thaddeus Young,Myles Turner,Joe Young,,C.J. Miles,Kevin Seraphin,Al Jefferson,,,Glenn Robinson III,,
3969,2017_20170123_GSW,23/01/2017,GSW,0.0,False,Stephen Curry,Klay Thompson,,Draymond Green,Zaza Pachulia,Shaun Livingston,Patrick McCaw,,Kevin Durant,JaVale McGee,,Ian Clark,,,
3970,2017_20170123_MIA,23/01/2017,MIA,1.0,True,Goran Dragic,Dion Waiters,Luke Babbitt,James Johnson,Hassan Whiteside,,Wayne Ellington,,Okaro White,Willie Reed,,Rodney McGruder,,,
3971,2017_20170123_HOU,23/01/2017,HOU,0.0,False,James Harden,Patrick Beverley,Trevor Ariza,Ryan Anderson,Clint Capela,,Eric Gordon,Corey Brewer,Sam Dekker,Nene,,,,,Montrezl Harrell
3972,2017_20170123_MIL,23/01/2017,MIL,1.0,True,Matthew Dellavedova,Malcolm Brogdon,Giannis Antetokounmpo,Jabari Parker,Greg Monroe,,Tony Snell,,Mirza Teletovic,Miles Plumlee,,Jason Terry,,,
3973,2017_20170123_CLE,23/01/2017,CLE,0.0,False,Kyrie Irving,Iman Shumpert,LeBron James,Kevin Love,Tristan Thompson,,Kyle Korver,Richard Jefferson,,Channing Frye,,DeAndre Liggins,,,
3974,2017_20170123_NOP,23/01/2017,NOP,1.0,True,Jrue Holiday,E'Twaun Moore,Solomon Hill,Terrence Jones,,Langston Galloway,Buddy Hield,Tyreke Evans,Dante Cunningham,,,,,Donatas Motiejunas,
3975,2017_20170123_OKC,23/01/2017,OKC,0.0,True,Russell Westbrook,Victor Oladipo,Andre Roberson,Jerami Grant,Steven Adams,Cameron Payne,alex Abrines,,Domantas Sabonis,Enes Freedom,,,,Joffrey Lauvergne,
3976,2017_20170123_UTA,23/01/2017,UTA,1.0,False,George Hill,Alec Burks,Gordon Hayward,Derrick Favors,Rudy Gobert,Dante Exum,,Joe Ingles,Trey Lyles,,,,Joe Johnson,Boris Diaw,
3977,2017_20170124_UTA,24/01/2017,UTA,0.0,False,George Hill,Alec Burks,Gordon Hayward,Derrick Favors,Rudy Gobert,Shelvin Mack,,Joe Ingles,Boris Diaw,,Raul Neto,,Joe Johnson,Trey Lyles,
3978,2017_20170124_DEN,24/01/2017,DEN,1.0,True,Jameer Nelson,Gary Harris,Danilo Gallinari,Kenneth Faried,Nikola Jokic,,Will Barton,Wilson Chandler,Darrell Arthur,Jusuf Nurkic,,Jamal Murray,,,
3979,2017_20170124_CHI,24/01/2017,CHI,0.0,True,Jerian Grant,Dwyane Wade,Jimmy Butler,Taj Gibson,Robin Lopez,Rajon Rondo,,Paul Zipser,Nikola Mirotic,Cristiano Felicio,,,Doug McDermott,,
3980,2017_20170124_ORL,24/01/2017,ORL,1.0,False,Elfrid Payton,,Aaron Gordon,Serge Ibaka,Nikola Vucevic,C.J. Watson,,Mario Hezonja,Jeff Green,Bismack Biyombo,,,Damjan Rudez,,
3981,2017_20170124_LAC,24/01/2017,LAC,0.0,False,Raymond Felton,Austin Rivers,Luc Mbah a Moute,Blake Griffin,DeAndre Jordan,,J.J. Redick,Wesley Johnson,Brandon Bass,Marreese Speights,,Jamal Crawford,,,
3982,2017_20170124_PHI,24/01/2017,PHI,1.0,True,T.J. McConnell,Nik Stauskas,Robert Covington,Dario Saric,Nerlens Noel,Sergio Rodriguez,Gerald Henderson,Timothe Luwawu-Cabarrot,Ersan Ilyasova,Richaun Holmes,,,,,
3983,2017_20170124_MIN,24/01/2017,MIN,0.0,True,Ricky Rubio,Zach LaVine,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Kris Dunn,,Shabazz Muhammad,Nemanja Bjelica,Cole Aldrich,,,,,
3984,2017_20170124_PHO,24/01/2017,PHO,1.0,False,Eric Bledsoe,Devin Booker,P.J. Tucker,Marquese Chriss,Tyson Chandler,Tyler Ulis,Brandon Knight,T.J. Warren,,Alex Len,,Leandro Barbosa,,,
3985,2017_20170124_SAS,24/01/2017,SAS,0.0,True,Patty Mills,Danny Green,Kyle Anderson,LaMarcus Aldridge,Dewayne Dedmon,Dejounte Murray,Manu Ginobili,,David Lee,,,Bryn Forbes,,Davis Bertans,
3986,2017_20170124_TOR,24/01/2017,TOR,1.0,False,Kyle Lowry,Norman Powell,Terrence Ross,Patrick Patterson,Lucas Nogueira,Cory Joseph,,DeMarre Carroll,Jared Sullinger,,Fred VanVleet,,,,
3987,2017_20170124_BOS,24/01/2017,BOS,0.0,False,Isaiah Thomas,Marcus Smart,Jae Crowder,Jonas Jerebko,Al Horford,Terry Rozier,James Young,Jaylen Brown,Jordan Mickey,Kelly Olynyk,,,,Amir Johnson,
3988,2017_20170124_WAS,24/01/2017,WAS,1.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat,Trey Burke,Tomas Satoransky,Kelly Oubre Jr.,,Jason Smith,,Sheldon Mac,,,Daniel Ochefu
3989,2017_20170125_HOU,25/01/2017,HOU,0.0,False,James Harden,Patrick Beverley,Trevor Ariza,Ryan Anderson,Montrezl Harrell,,,Corey Brewer,Sam Dekker,Clint Capela,,,,,
3990,2017_20170125_BOS,25/01/2017,BOS,1.0,True,Isaiah Thomas,Marcus Smart,Jae Crowder,Jonas Jerebko,Al Horford,Terry Rozier,James Young,Gerald Green,Amir Johnson,Kelly Olynyk,,,Jaylen Brown,,
3991,2017_20170125_MIA,25/01/2017,MIA,0.0,True,Goran Dragic,Wayne Ellington,Luke Babbitt,Okaro White,Willie Reed,,Dion Waiters,,James Johnson,Hassan Whiteside,,Rodney McGruder,,Derrick Williams,
3992,2017_20170125_BRK,25/01/2017,BRK,1.0,False,Spencer Dinwiddie,Randy Foye,Bojan Bogdanovic,Trevor Booker,Brook Lopez,Isaiah Whitehead,Sean Kilpatrick,Caris LeVert,Quincy Acy,Justin Hamilton,,,Rondae Hollis-Jefferson,,
3993,2017_20170125_ATL,25/01/2017,ATL,0.0,True,Dennis Schroder,Tim Hardaway Jr.,Thabo Sefolosha,Paul Millsap,Dwight Howard,Malcolm Delaney,,Kent Bazemore,Kris Humphries,,,,Mike Dunleavy,,
3994,2017_20170125_CHI,25/01/2017,CHI,1.0,False,Jerian Grant,Dwyane Wade,Jimmy Butler,Taj Gibson,Robin Lopez,Rajon Rondo,,Doug McDermott,Nikola Mirotic,Cristiano Felicio,,,Paul Zipser,,
3995,2017_20170125_GSW,25/01/2017,GSW,0.0,True,Stephen Curry,Klay Thompson,Andre Iguodala,Kevin Durant,Zaza Pachulia,Shaun Livingston,Patrick McCaw,,Draymond Green,JaVale McGee,,,,James Michael McAdoo,
3996,2017_20170125_CHO,25/01/2017,CHO,1.0,False,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Marvin Williams,Frank Kaminsky,Ramon Sessions,Marco Belinelli,,Spencer Hawes,Roy Hibbert,,,,,
3997,2017_20170125_SAC,25/01/2017,SAC,0.0,True,Darren Collison,Arron Afflalo,Matt Barnes,Anthony Tolliver,DeMarcus Cousins,Ty Lawson,Garrett Temple,,,Willie Cauley-Stein,,Malachi Richardson,,,Kosta Koufos
3998,2017_20170125_CLE,25/01/2017,CLE,1.0,False,Kyrie Irving,Kyle Korver,LeBron James,Kevin Love,Tristan Thompson,Kay Felder,Iman Shumpert,James Jones,,Channing Frye,,DeAndre Liggins,,,
3999,2017_20170125_NYK,25/01/2017,NYK,0.0,False,Derrick Rose,Courtney Lee,Carmelo Anthony,Kristaps Porzingis,Willy Hernangomez,Brandon Jennings,Justin Holiday,Mindaugas Kuzminskas,,Joakim Noah,,Ron Baker,,,Kyle O'Quinn
4000,2017_20170125_DAL,25/01/2017,DAL,1.0,True,Seth Curry,,Justin Anderson,Harrison Barnes,Andrew Bogut,Pierre Jackson,,,Dorian Finney-Smith,Dwight Powell,Devin Harris,,,Dirk Nowitzki,
4001,2017_20170125_TOR,25/01/2017,TOR,0.0,False,Kyle Lowry,Norman Powell,DeMarre Carroll,Patrick Patterson,Lucas Nogueira,Cory Joseph,,Terrence Ross,Jared Sullinger,,Fred VanVleet,,,,
4002,2017_20170125_MEM,25/01/2017,MEM,1.0,True,Mike Conley,Tony Allen,James Ennis III,Zach Randolph,Marc Gasol,Andrew Harrison,,Vince Carter,,Deyonta Davis,,,,,
4003,2017_20170125_PHI,25/01/2017,PHI,0.0,True,T.J. McConnell,Nik Stauskas,Robert Covington,Ersan Ilyasova,Nerlens Noel,Sergio Rodriguez,Gerald Henderson,Timothe Luwawu-Cabarrot,Dario Saric,Richaun Holmes,,,,,
4004,2017_20170125_MIL,25/01/2017,MIL,1.0,False,Matthew Dellavedova,Tony Snell,Giannis Antetokounmpo,Jabari Parker,Greg Monroe,,Malcolm Brogdon,,Mirza Teletovic,Miles Plumlee,,Jason Terry,,,Thon Maker
4005,2017_20170125_OKC,25/01/2017,OKC,0.0,True,Russell Westbrook,Victor Oladipo,Andre Roberson,Domantas Sabonis,Steven Adams,Cameron Payne,alex Abrines,,Jerami Grant,Enes Freedom,,,,Joffrey Lauvergne,
4006,2017_20170125_NOP,25/01/2017,NOP,1.0,False,Jrue Holiday,E'Twaun Moore,Solomon Hill,Terrence Jones,Anthony Davis,Langston Galloway,Buddy Hield,Tyreke Evans,Dante Cunningham,Omer Asik,,,,Donatas Motiejunas,
4007,2017_20170125_LAL,25/01/2017,LAL,0.0,False,Jose Calderon,Jordan Clarkson,Luol Deng,Julius Randle,Ivica Zubac,,Nick Young,Brandon Ingram,Larry Nance Jr.,Timofey Mozgov,,Lou Williams,,,Tarik Black
4008,2017_20170125_POR,25/01/2017,POR,1.0,True,Damian Lillard,CJ McCollum,Evan Turner,Al-Farouq Aminu,Mason Plumlee,,Allen Crabbe,,Noah Vonleh,,,Pat Connaughton,,Meyers Leonard,
4009,2017_20170126_PHO,26/01/2017,PHO,0.0,False,Eric Bledsoe,Devin Booker,T.J. Warren,Jared Dudley,Tyson Chandler,,Brandon Knight,P.J. Tucker,Marquese Chriss,Alex Len,,Leandro Barbosa,,,Alan Williams
4010,2017_20170126_DEN,26/01/2017,DEN,1.0,True,Jameer Nelson,Gary Harris,Danilo Gallinari,Kenneth Faried,Nikola Jokic,,Will Barton,Wilson Chandler,Darrell Arthur,,,Jamal Murray,,,
4011,2017_20170126_IND,26/01/2017,IND,0.0,True,Jeff Teague,Monta Ellis,Paul George,Thaddeus Young,Myles Turner,Aaron Brooks,,C.J. Miles,Lavoy Allen,Al Jefferson,,,Glenn Robinson III,,
4012,2017_20170126_MIN,26/01/2017,MIN,1.0,False,Ricky Rubio,Zach LaVine,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Kris Dunn,,Shabazz Muhammad,Nemanja Bjelica,Cole Aldrich,,,,,
4013,2017_20170126_DAL,26/01/2017,DAL,0.0,False,Seth Curry,Nicolas Brussino,Justin Anderson,Dorian Finney-Smith,Andrew Bogut,Devin Harris,,,Harrison Barnes,Salah Mejri,Pierre Jackson,,,,Dwight Powell
4014,2017_20170126_OKC,26/01/2017,OKC,1.0,True,Russell Westbrook,Victor Oladipo,Andre Roberson,Domantas Sabonis,Steven Adams,Cameron Payne,alex Abrines,Kyle Singler,Jerami Grant,Enes Freedom,,,,Joffrey Lauvergne,
4015,2017_20170126_LAL,26/01/2017,LAL,0.0,False,Jose Calderon,Jordan Clarkson,Luol Deng,Larry Nance Jr.,Tarik Black,,Nick Young,Brandon Ingram,,Ivica Zubac,,Lou Williams,,,Timofey Mozgov
4016,2017_20170126_UTA,26/01/2017,UTA,1.0,True,George Hill,Rodney Hood,Gordon Hayward,Derrick Favors,Rudy Gobert,,Alec Burks,Joe Ingles,Trey Lyles,,,,Joe Johnson,Boris Diaw,
4017,2017_20170127_WAS,27/01/2017,WAS,0.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat,Trey Burke,Tomas Satoransky,Kelly Oubre Jr.,Andrew Nicholson,Jason Smith,,Sheldon Mac,,,Daniel Ochefu
4018,2017_20170127_ATL,27/01/2017,ATL,1.0,False,Malcolm Delaney,Tim Hardaway Jr.,Mike Dunleavy,Paul Millsap,Dwight Howard,Dennis Schroder,,Kent Bazemore,Kris Humphries,Mike Muscala,,,Thabo Sefolosha,Mike Scott,
4019,2017_20170127_ORL,27/01/2017,ORL,0.0,False,C.J. Watson,,Damjan Rudez,Serge Ibaka,Bismack Biyombo,Elfrid Payton,,Aaron Gordon,Jeff Green,Nikola Vucevic,D.J. Augustin,,Mario Hezonja,,
4020,2017_20170127_BOS,27/01/2017,BOS,1.0,True,Isaiah Thomas,Marcus Smart,Jaylen Brown,Jonas Jerebko,Tyler Zeller,Terry Rozier,James Young,Jae Crowder,Amir Johnson,Kelly Olynyk,,,Gerald Green,Jordan Mickey,
4021,2017_20170127_MIA,27/01/2017,MIA,0.0,True,Goran Dragic,Dion Waiters,Luke Babbitt,James Johnson,Willie Reed,,Rodney McGruder,,Okaro White,Udonis Haslem,,Wayne Ellington,,,
4022,2017_20170127_CHI,27/01/2017,CHI,1.0,False,Rajon Rondo,Dwyane Wade,Jimmy Butler,Taj Gibson,Cristiano Felicio,Jerian Grant,,Paul Zipser,Nikola Mirotic,Robin Lopez,,,Doug McDermott,,
4023,2017_20170127_BRK,27/01/2017,BRK,0.0,False,Spencer Dinwiddie,Sean Kilpatrick,Bojan Bogdanovic,Luis Scola,Justin Hamilton,Isaiah Whitehead,Randy Foye,Rondae Hollis-Jefferson,Quincy Acy,,,,,Chris McCullough,
4024,2017_20170127_CLE,27/01/2017,CLE,1.0,True,Kyrie Irving,Iman Shumpert,LeBron James,Kevin Love,Tristan Thompson,Kay Felder,Kyle Korver,Richard Jefferson,,Channing Frye,,Jordan McRae,,,
4025,2017_20170127_SAC,27/01/2017,SAC,0.0,False,Darren Collison,Arron Afflalo,Matt Barnes,Anthony Tolliver,DeMarcus Cousins,Ty Lawson,Garrett Temple,,,Kosta Koufos,,Malachi Richardson,,,Willie Cauley-Stein
4026,2017_20170127_IND,27/01/2017,IND,1.0,True,Jeff Teague,Monta Ellis,Paul George,Thaddeus Young,Myles Turner,Aaron Brooks,,C.J. Miles,Lavoy Allen,Al Jefferson,,,Glenn Robinson III,,
4027,2017_20170127_SAS,27/01/2017,SAS,0.0,False,Patty Mills,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Tony Parker,Manu Ginobili,Kyle Anderson,David Lee,Joel Anthony,Dejounte Murray,Bryn Forbes,,Davis Bertans,
4028,2017_20170127_NOP,27/01/2017,NOP,1.0,True,Jrue Holiday,E'Twaun Moore,Solomon Hill,Dante Cunningham,Anthony Davis,Langston Galloway,Buddy Hield,Tyreke Evans,Terrence Jones,,,,,Donatas Motiejunas,
4029,2017_20170127_CHO,27/01/2017,CHO,0.0,False,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Marvin Williams,Frank Kaminsky,Ramon Sessions,Marco Belinelli,,Spencer Hawes,Roy Hibbert,,,,,
4030,2017_20170127_NYK,27/01/2017,NYK,1.0,True,Brandon Jennings,Courtney Lee,Carmelo Anthony,Kristaps Porzingis,Kyle O'Quinn,Derrick Rose,Justin Holiday,Mindaugas Kuzminskas,,Willy Hernangomez,,,,,Joakim Noah
4031,2017_20170127_HOU,27/01/2017,HOU,0.0,True,James Harden,Patrick Beverley,Trevor Ariza,Ryan Anderson,Nene,,,Corey Brewer,Sam Dekker,Clint Capela,,,,,
4032,2017_20170127_PHI,27/01/2017,PHI,1.0,False,T.J. McConnell,Nik Stauskas,Robert Covington,Ersan Ilyasova,Joel Embiid,Sergio Rodriguez,Gerald Henderson,Timothe Luwawu-Cabarrot,Dario Saric,Nerlens Noel,,,,,
4033,2017_20170127_MEM,27/01/2017,MEM,0.0,False,Mike Conley,Tony Allen,Vince Carter,Zach Randolph,Marc Gasol,Andrew Harrison,,Chandler Parsons,JaMychal Green,,,,James Ennis III,,
4034,2017_20170127_POR,27/01/2017,POR,1.0,True,Damian Lillard,CJ McCollum,Evan Turner,Al-Farouq Aminu,Mason Plumlee,,Allen Crabbe,,Noah Vonleh,,,Pat Connaughton,,Meyers Leonard,
4035,2017_20170127_MIL,27/01/2017,MIL,0.0,False,Matthew Dellavedova,Rashad Vaughn,Giannis Antetokounmpo,Jabari Parker,Greg Monroe,,Tony Snell,,Michael Beasley,Miles Plumlee,,Malcolm Brogdon,,Mirza Teletovic,Thon Maker
4036,2017_20170127_TOR,27/01/2017,TOR,1.0,True,Kyle Lowry,Norman Powell,DeMarre Carroll,Patrick Patterson,Lucas Nogueira,Cory Joseph,,Terrence Ross,Pascal Siakam,,Fred VanVleet,,,,
4037,2017_20170128_SAC,28/01/2017,SAC,0.0,True,Darren Collison,Arron Afflalo,Matt Barnes,Anthony Tolliver,DeMarcus Cousins,Ty Lawson,Garrett Temple,,,Willie Cauley-Stein,,Malachi Richardson,,,Kosta Koufos
4038,2017_20170128_CHO,28/01/2017,CHO,1.0,False,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Marvin Williams,Frank Kaminsky,Ramon Sessions,Marco Belinelli,,Spencer Hawes,Roy Hibbert,,,,,
4039,2017_20170128_LAC,28/01/2017,LAC,0.0,False,Raymond Felton,Austin Rivers,Luc Mbah a Moute,Blake Griffin,DeAndre Jordan,,Jamal Crawford,Alan Anderson,Brandon Bass,Marreese Speights,,J.J. Redick,Wesley Johnson,,Diamond Stone
4040,2017_20170128_GSW,28/01/2017,GSW,1.0,True,Stephen Curry,Klay Thompson,Andre Iguodala,Kevin Durant,Zaza Pachulia,Shaun Livingston,Patrick McCaw,,Draymond Green,Kevon Looney,,Ian Clark,,James Michael McAdoo,JaVale McGee
4041,2017_20170128_DET,28/01/2017,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Tobias Harris,Andre Drummond,Ish Smith,,Stanley Johnson,Jon Leuer,Aron Baynes,,,Reggie Bullock,,
4042,2017_20170128_MIA,28/01/2017,MIA,1.0,True,Goran Dragic,Dion Waiters,Luke Babbitt,James Johnson,Hassan Whiteside,,Wayne Ellington,,Okaro White,Willie Reed,,Rodney McGruder,,,
4043,2017_20170128_BOS,28/01/2017,BOS,0.0,True,Isaiah Thomas,Marcus Smart,Jae Crowder,Amir Johnson,Kelly Olynyk,Terry Rozier,,Jaylen Brown,Jonas Jerebko,Tyler Zeller,,,Gerald Green,,
4044,2017_20170128_MIL,28/01/2017,MIL,1.0,False,Matthew Dellavedova,Tony Snell,Giannis Antetokounmpo,Jabari Parker,Greg Monroe,,Malcolm Brogdon,,Michael Beasley,Thon Maker,,Jason Terry,,,John Henson
4045,2017_20170128_BRK,28/01/2017,BRK,0.0,False,Isaiah Whitehead,Sean Kilpatrick,Caris LeVert,Quincy Acy,Brook Lopez,Spencer Dinwiddie,Randy Foye,Bojan Bogdanovic,Trevor Booker,Justin Hamilton,,,Rondae Hollis-Jefferson,Luis Scola,
4046,2017_20170128_MIN,28/01/2017,MIN,1.0,True,Kris Dunn,Zach LaVine,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Ricky Rubio,,Shabazz Muhammad,Nemanja Bjelica,Cole Aldrich,Tyus Jones,,,Adreian Payne,
4047,2017_20170128_DEN,28/01/2017,DEN,0.0,True,Jameer Nelson,Gary Harris,Danilo Gallinari,Kenneth Faried,Jusuf Nurkic,,Jamal Murray,Wilson Chandler,Darrell Arthur,,,Will Barton,,,
4048,2017_20170128_PHO,28/01/2017,PHO,1.0,False,Eric Bledsoe,Devin Booker,P.J. Tucker,Marquese Chriss,Tyson Chandler,,Leandro Barbosa,T.J. Warren,Jared Dudley,Alex Len,,Brandon Knight,,,
4049,2017_20170128_MEM,28/01/2017,MEM,0.0,True,Mike Conley,Tony Allen,Vince Carter,Zach Randolph,Marc Gasol,Andrew Harrison,Troy Daniels,James Ennis III,JaMychal Green,,,,,,
4050,2017_20170128_UTA,28/01/2017,UTA,1.0,False,George Hill,Rodney Hood,Gordon Hayward,Trey Lyles,Rudy Gobert,Dante Exum,Alec Burks,Joe Johnson,Boris Diaw,,,,Joe Ingles,,
4051,2017_20170129_NYK,29/01/2017,NYK,0.0,False,Brandon Jennings,Courtney Lee,Carmelo Anthony,Kristaps Porzingis,Joakim Noah,,Justin Holiday,Mindaugas Kuzminskas,,Kyle O'Quinn,,Ron Baker,,,Willy Hernangomez
4052,2017_20170129_ATL,29/01/2017,ATL,1.0,True,Dennis Schroder,Tim Hardaway Jr.,Kent Bazemore,Paul Millsap,Dwight Howard,Malcolm Delaney,,Mike Dunleavy,Kris Humphries,Mike Muscala,,,Taurean Prince,,
4053,2017_20170129_PHI,29/01/2017,PHI,0.0,False,T.J. McConnell,Nik Stauskas,Robert Covington,Ersan Ilyasova,Nerlens Noel,Sergio Rodriguez,Gerald Henderson,Timothe Luwawu-Cabarrot,Dario Saric,Richaun Holmes,Chasson Randle,,,,
4054,2017_20170129_CHI,29/01/2017,CHI,1.0,True,Rajon Rondo,Dwyane Wade,Jimmy Butler,Nikola Mirotic,Robin Lopez,Jerian Grant,,Paul Zipser,Bobby Portis,Cristiano Felicio,,,Doug McDermott,,
4055,2017_20170129_OKC,29/01/2017,OKC,0.0,False,Russell Westbrook,Victor Oladipo,Andre Roberson,Domantas Sabonis,Steven Adams,Cameron Payne,alex Abrines,Kyle Singler,Jerami Grant,,,,,Joffrey Lauvergne,
4056,2017_20170129_CLE,29/01/2017,CLE,1.0,True,Kyrie Irving,Iman Shumpert,LeBron James,Kevin Love,Tristan Thompson,Kay Felder,Kyle Korver,Richard Jefferson,,Channing Frye,,DeAndre Liggins,James Jones,,
4057,2017_20170129_HOU,29/01/2017,HOU,0.0,False,James Harden,Patrick Beverley,Trevor Ariza,Ryan Anderson,Montrezl Harrell,Bobby Brown,Eric Gordon,Corey Brewer,Sam Dekker,Clint Capela,Tyler Ennis,,K.J. McDaniels,,
4058,2017_20170129_IND,29/01/2017,IND,1.0,True,Jeff Teague,Monta Ellis,Paul George,Thaddeus Young,Myles Turner,Aaron Brooks,,Glenn Robinson III,Lavoy Allen,Al Jefferson,Joe Young,,C.J. Miles,Rakeem Christmas,
4059,2017_20170129_WAS,29/01/2017,WAS,0.0,True,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat,Trey Burke,Tomas Satoransky,Kelly Oubre Jr.,,Jason Smith,,,,,
4060,2017_20170129_NOP,29/01/2017,NOP,1.0,False,Jrue Holiday,E'Twaun Moore,Solomon Hill,Donatas Motiejunas,Anthony Davis,Langston Galloway,Buddy Hield,Tyreke Evans,Dante Cunningham,,,,,Terrence Jones,
4061,2017_20170129_GSW,29/01/2017,GSW,0.0,True,Shaun Livingston,Klay Thompson,Andre Iguodala,Kevin Durant,Zaza Pachulia,,Patrick McCaw,,Draymond Green,JaVale McGee,,Ian Clark,,James Michael McAdoo,
4062,2017_20170129_POR,29/01/2017,POR,1.0,False,Damian Lillard,CJ McCollum,Evan Turner,Al-Farouq Aminu,Mason Plumlee,,Allen Crabbe,Maurice Harkless,Noah Vonleh,,,Pat Connaughton,,Meyers Leonard,
4063,2017_20170129_DAL,29/01/2017,DAL,0.0,True,Seth Curry,Wesley Matthews,Justin Anderson,Harrison Barnes,Dwight Powell,Yogi Ferrell,Nicolas Brussino,,Dirk Nowitzki,Andrew Bogut,Devin Harris,,,Dorian Finney-Smith,Salah Mejri
4064,2017_20170129_SAS,29/01/2017,SAS,1.0,False,Tony Parker,Danny Green,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Patty Mills,Manu Ginobili,Kyle Anderson,David Lee,,,,,Davis Bertans,
4065,2017_20170129_ORL,29/01/2017,ORL,0.0,True,Elfrid Payton,,Aaron Gordon,Serge Ibaka,Nikola Vucevic,C.J. Watson,,Damjan Rudez,Jeff Green,Bismack Biyombo,D.J. Augustin,,,,
4066,2017_20170129_TOR,29/01/2017,TOR,1.0,False,Kyle Lowry,DeMar DeRozan,Terrence Ross,Patrick Patterson,Lucas Nogueira,Cory Joseph,Norman Powell,DeMarre Carroll,Pascal Siakam,,Fred VanVleet,,,Jared Sullinger,
4067,2017_20170130_DET,30/01/2017,DET,0.0,False,Reggie Jackson,Kentavious Caldwell-Pope,Marcus Morris,Tobias Harris,Andre Drummond,Ish Smith,,Stanley Johnson,Jon Leuer,,Beno Udrih,,Reggie Bullock,,
4068,2017_20170130_BOS,30/01/2017,BOS,1.0,True,Isaiah Thomas,Marcus Smart,Jae Crowder,Jonas Jerebko,Al Horford,Terry Rozier,,Jaylen Brown,Amir Johnson,Kelly Olynyk,,,Gerald Green,,
4069,2017_20170130_CLE,30/01/2017,CLE,0.0,False,Kyrie Irving,Iman Shumpert,LeBron James,,Tristan Thompson,Kay Felder,Jordan McRae,Richard Jefferson,,Channing Frye,,Kyle Korver,James Jones,,
4070,2017_20170130_DAL,30/01/2017,DAL,1.0,True,Seth Curry,Wesley Matthews,Justin Anderson,Harrison Barnes,Dwight Powell,Yogi Ferrell,Nicolas Brussino,,Dirk Nowitzki,Salah Mejri,Devin Harris,,,Dorian Finney-Smith,
4071,2017_20170130_BRK,30/01/2017,BRK,0.0,False,Spencer Dinwiddie,Randy Foye,Bojan Bogdanovic,Trevor Booker,Brook Lopez,Isaiah Whitehead,Sean Kilpatrick,Caris LeVert,,Justin Hamilton,,,Rondae Hollis-Jefferson,,
4072,2017_20170130_MIA,30/01/2017,MIA,1.0,True,Goran Dragic,Dion Waiters,Luke Babbitt,James Johnson,Hassan Whiteside,Tyler Johnson,Rodney McGruder,,Okaro White,Willie Reed,,Wayne Ellington,,,
4073,2017_20170130_ORL,30/01/2017,ORL,0.0,False,C.J. Watson,Evan Fournier,Aaron Gordon,Serge Ibaka,Nikola Vucevic,Elfrid Payton,,Damjan Rudez,Jeff Green,Bismack Biyombo,D.J. Augustin,,,,
4074,2017_20170130_MIN,30/01/2017,MIN,1.0,True,Ricky Rubio,Zach LaVine,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Kris Dunn,,Shabazz Muhammad,Nemanja Bjelica,Cole Aldrich,Tyus Jones,,,,
4075,2017_20170130_SAC,30/01/2017,SAC,0.0,False,Ty Lawson,Arron Afflalo,Matt Barnes,Anthony Tolliver,DeMarcus Cousins,Darren Collison,Garrett Temple,,,Willie Cauley-Stein,,Malachi Richardson,,,Kosta Koufos
4076,2017_20170130_PHI,30/01/2017,PHI,1.0,True,T.J. McConnell,Nik Stauskas,Robert Covington,Dario Saric,Nerlens Noel,Sergio Rodriguez,Gerald Henderson,Timothe Luwawu-Cabarrot,Ersan Ilyasova,Jahlil Okafor,,,,,
4077,2017_20170130_MEM,30/01/2017,MEM,0.0,True,Mike Conley,Tony Allen,Vince Carter,JaMychal Green,Marc Gasol,Andrew Harrison,Troy Daniels,James Ennis III,Zach Randolph,,Wade Baldwin,,Chandler Parsons,Brandan Wright,
4078,2017_20170130_PHO,30/01/2017,PHO,1.0,False,Eric Bledsoe,Devin Booker,P.J. Tucker,Marquese Chriss,Tyson Chandler,Tyler Ulis,Brandon Knight,T.J. Warren,Jared Dudley,Alex Len,,,Derrick Jones Jr.,,Alan Williams
